execution_variant,variant_priority,filter_group,filter_name,entry_feasible_filter,cost_bps,sample_view,n_trades,win_rate,median_return,average_return,p25_return,p75_return,worst_trade,best_trade,median_mae,median_mfe,expectancy,profit_factor,average_return_ex_top5,median_return_ex_top5,low_confidence_flag
immediate_1h_confirmation,priority,scenario,scenario_tag_followed_by_delisting,no,20,excluding_top5,72,0.4722222222222222,-0.1686666666666665,0.05684205925667417,-0.1686666666666666,0.4265714285714286,-0.16866666666666671,0.4265714285714286,0.2606004366812226,0.40568876703223666,0.05684205925667417,1.6475161404438703,-0.08536154432592369,-0.1686666666666666,no
immediate_1h_confirmation,priority,scenario,scenario_tag_followed_by_delisting,no,50,full_sample,82,0.5365853658536586,0.044808576691603846,0.09893100673408325,-0.1716666666666666,0.4235714285714286,-0.17166666666666672,0.4235714285714288,0.2161390762843799,0.4928344430992735,0.09893100673408325,2.260756497468794,0.053842059256674166,-0.1716666666666665,no
immediate_1h_confirmation,priority,scenario,scenario_tag_followed_by_delisting,no,100,full_sample,82,0.5365853658536586,0.039808576691603856,0.09393100673408325,-0.1766666666666666,0.4185714285714286,-0.17666666666666672,0.4185714285714288,0.2161390762843799,0.4928344430992735,0.09393100673408325,2.1627048172168992,0.04884205925667417,-0.1766666666666665,no
immediate_1h_confirmation,priority,scenario,scenario_tag_removed_recovered,no,0,full_sample,7,0.8571428571428571,0.2363112391930835,0.2255956388337795,0.11190530679787696,0.4285714285714286,-0.1666666666666666,0.4285714285714286,0.0819738988580749,0.3227027027027027,0.2255956388337795,10.475016831018744,,,yes
immediate_1h_confirmation,priority,scenario,scenario_tag_removed_recovered,no,20,full_sample,7,0.8571428571428571,0.2343112391930835,0.2235956388337795,0.10990530679787695,0.4265714285714286,-0.1686666666666666,0.4265714285714286,0.0819738988580749,0.3227027027027027,0.2235956388337795,10.27966090021615,,,yes
immediate_1h_confirmation,priority,scenario,scenario_tag_removed_recovered,no,20,excluding_top5,0,,,,,,,,,,,,,,yes
immediate_1h_confirmation,priority,scenario,scenario_tag_removed_recovered,no,50,full_sample,7,0.8571428571428571,0.2313112391930835,0.22059563883377953,0.10690530679787695,0.4235714285714286,-0.1716666666666666,0.4235714285714286,0.0819738988580749,0.3227027027027027,0.22059563883377953,9.995161971862856,,,yes
immediate_1h_confirmation,priority,scenario,scenario_tag_removed_recovered,no,100,full_sample,7,0.8571428571428571,0.2263112391930835,0.2155956388337795,0.10190530679787696,0.4185714285714286,-0.1766666666666666,0.4185714285714286,0.0819738988580749,0.3227027027027027,0.2155956388337795,9.542468708508249,,,yes
immediate_1h_confirmation,priority,scenario,scenario_tag_not_recovered,no,0,full_sample,36,0.6944444444444444,0.32539682539682546,0.1901204535519768,-0.1666666666666665,0.4285714285714286,-0.1666666666666667,0.4285714285714288,0.09412055335968364,0.6563466517698799,0.1901204535519768,4.733274360657,0.13256332165072982,0.1733080328905756,no
immediate_1h_confirmation,priority,scenario,scenario_tag_not_recovered,no,20,full_sample,36,0.6944444444444444,0.32339682539682546,0.18812045355197682,-0.1686666666666665,0.4265714285714286,-0.16866666666666671,0.4265714285714288,0.09412055335968364,0.6563466517698799,0.18812045355197682,4.650199242474579,0.13056332165072976,0.17130803289057558,no
immediate_1h_confirmation,priority,scenario,scenario_tag_not_recovered,no,20,excluding_top5,29,0.6206896551724138,0.17130803289057558,0.13056332165072976,-0.1686666666666666,0.4265714285714286,-0.16866666666666671,0.4265714285714286,0.1779835390946502,0.5285126396237507,0.13056332165072976,3.0407849413606716,-0.05033052146747506,-0.1686666666666665,no
immediate_1h_confirmation,priority,scenario,scenario_tag_not_recovered,no,50,full_sample,36,0.6944444444444444,0.32039682539682546,0.1851204535519768,-0.1716666666666665,0.4235714285714286,-0.17166666666666672,0.4235714285714288,0.09412055335968364,0.6563466517698799,0.1851204535519768,4.529216060655518,0.12756332165072976,0.16830803289057558,no
immediate_1h_confirmation,priority,scenario,scenario_tag_not_recovered,no,100,full_sample,36,0.6944444444444444,0.31539682539682545,0.1801204535519768,-0.1766666666666665,0.4185714285714286,-0.17666666666666672,0.4185714285714288,0.09412055335968364,0.6563466517698799,0.1801204535519768,4.336708230465438,0.12256332165072976,0.16330803289057558,no
immediate_1h_confirmation,priority,simple_combo,combo_clean_negative_1h_no_reclaim,no,0,full_sample,22,0.7727272727272727,0.14398216462436642,0.173625929134111,0.0252837455737011,0.4285714285714286,-0.1666666666666667,0.4285714285714288,0.0784090909090907,0.5166549250153856,0.173625929134111,5.583724529140533,0.11697137370359598,0.11197669457628931,no
immediate_1h_confirmation,priority,simple_combo,combo_clean_negative_1h_no_reclaim,no,20,full_sample,22,0.7727272727272727,0.1419821646243664,0.17162592913411104,0.0232837455737011,0.4265714285714286,-0.16866666666666671,0.4265714285714288,0.0784090909090907,0.5166549250153856,0.17162592913411104,5.477198151324638,0.11497137370359597,0.10997669457628931,no
immediate_1h_confirmation,priority,simple_combo,combo_clean_negative_1h_no_reclaim,no,20,excluding_top5,18,0.7222222222222222,0.10997669457628931,0.11497137370359597,-0.12273412698412686,0.30937820512820524,-0.16866666666666671,0.4265714285714286,0.0955740417317768,0.3882334650278022,0.11497137370359597,3.4539344584957252,,,yes
immediate_1h_confirmation,priority,simple_combo,combo_clean_negative_1h_no_reclaim,no,50,full_sample,22,0.7727272727272727,0.1389821646243664,0.16862592913411104,0.0202837455737011,0.4235714285714286,-0.17166666666666672,0.4235714285714288,0.0784090909090907,0.5166549250153856,0.16862592913411104,5.322062649651003,0.11197137370359599,0.1069766945762893,no
immediate_1h_confirmation,priority,simple_combo,combo_clean_negative_1h_no_reclaim,no,100,full_sample,22,0.7727272727272727,0.1339821646243664,0.16362592913411103,0.015283745573701098,0.4185714285714286,-0.17666666666666672,0.4185714285714288,0.0784090909090907,0.5166549250153856,0.16362592913411103,5.075211819943899,0.10697137370359598,0.1019766945762893,no
immediate_1h_confirmation,priority,simple_combo,combo_clean_failed_24h_no_reclaim,no,0,full_sample,15,0.8666666666666667,0.2358974358974359,0.20529489280530736,0.061557618905822856,0.4285714285714286,-0.1666666666666667,0.4285714285714288,0.0772727272727271,0.3830845771144278,0.20529489280530736,10.238270176238833,,,yes
immediate_1h_confirmation,priority,simple_combo,combo_clean_failed_24h_no_reclaim,no,20,full_sample,15,0.8666666666666667,0.2338974358974359,0.20329489280530735,0.059557618905822854,0.4265714285714286,-0.16866666666666671,0.4265714285714288,0.0772727272727271,0.3830845771144278,0.20329489280530735,10.039792664267623,,,yes
immediate_1h_confirmation,priority,simple_combo,combo_clean_failed_24h_no_reclaim,no,20,excluding_top5,0,,,,,,,,,,,,,,yes
immediate_1h_confirmation,priority,simple_combo,combo_clean_failed_24h_no_reclaim,no,50,full_sample,15,0.8666666666666667,0.2308974358974359,0.20029489280530738,0.05655761890582285,0.4235714285714286,-0.17166666666666672,0.4235714285714288,0.0772727272727271,0.3830845771144278,0.20029489280530738,9.750747743921199,,,yes
immediate_1h_confirmation,priority,simple_combo,combo_clean_failed_24h_no_reclaim,no,100,full_sample,15,0.8666666666666667,0.22589743589743588,0.19529489280530735,0.051557618905822854,0.4185714285714286,-0.17666666666666672,0.4185714285714288,0.0772727272727271,0.3830845771144278,0.19529489280530735,9.290820920980032,,,yes
immediate_1h_confirmation,priority,simple_combo,combo_delisting_path_negative_1h,no,0,full_sample,63,0.5555555555555556,0.0726757904672015,0.10967855997971195,-0.1666666666666666,0.4285714285714286,-0.1666666666666667,0.4285714285714288,0.2195121951219512,0.5090909090909093,0.10967855997971195,2.480660559726112,0.06329414273000769,-0.1666666666666665,no
immediate_1h_confirmation,priority,simple_combo,combo_delisting_path_negative_1h,no,20,full_sample,63,0.5555555555555556,0.0706757904672015,0.10767855997971193,-0.1686666666666666,0.4265714285714286,-0.16866666666666671,0.4265714285714288,0.2195121951219512,0.5090909090909093,0.10767855997971193,2.4364234779902287,0.06129414273000767,-0.1686666666666665,no
immediate_1h_confirmation,priority,simple_combo,combo_delisting_path_negative_1h,no,20,excluding_top5,55,0.4909090909090909,-0.1686666666666665,0.06129414273000767,-0.1686666666666666,0.4265714285714286,-0.16866666666666671,0.4265714285714286,0.284460505937016,0.4423076923076923,0.06129414273000767,1.713829301979903,-0.08856320530749834,-0.1686666666666666,no
immediate_1h_confirmation,priority,simple_combo,combo_delisting_path_negative_1h,no,50,full_sample,63,0.5555555555555556,0.0676757904672015,0.10467855997971195,-0.1716666666666666,0.4235714285714286,-0.17166666666666672,0.4235714285714288,0.2195121951219512,0.5090909090909093,0.10467855997971195,2.372000543423409,0.058294142730007686,-0.1716666666666665,no
immediate_1h_confirmation,priority,simple_combo,combo_delisting_path_negative_1h,no,100,full_sample,63,0.5555555555555556,0.06267579046720151,0.09967855997971195,-0.1766666666666666,0.4185714285714286,-0.17666666666666672,0.4185714285714288,0.2195121951219512,0.5090909090909093,0.09967855997971195,2.2694910940812374,0.05329414273000766,-0.1766666666666665,no
24h_delay,priority,base,base_all_monitoring,yes,0,full_sample,117,0.5042735042735043,0.0118020880617339,0.09443023072330739,-0.1525423728813558,0.4285714285714286,-0.1525423728813559,0.4285714285714288,0.2003327787021631,0.3766666666666669,0.09443023072330739,2.3722544462565835,0.07636854435313867,-0.0099889012208657,no
24h_delay,priority,base,base_all_monitoring,yes,20,full_sample,117,0.5042735042735043,0.0098020880617339,0.0924302307233074,-0.1545423728813558,0.4265714285714286,-0.1545423728813559,0.4265714285714288,0.2003327787021631,0.3766666666666669,0.0924302307233074,2.324113095189873,0.07436854435313868,-0.0119889012208657,no
24h_delay,priority,base,base_all_monitoring,yes,20,excluding_top5,111,0.4774774774774775,-0.0119889012208657,0.07436854435313868,-0.1545423728813558,0.4265714285714286,-0.1545423728813559,0.4265714285714286,0.2003327787021631,0.3390650188070929,0.07436854435313868,2.010735318141176,-0.05607696832030205,-0.1545423728813558,no
24h_delay,priority,base,base_all_monitoring,yes,50,full_sample,117,0.5042735042735043,0.0068020880617339,0.08943023072330739,-0.1575423728813558,0.4235714285714286,-0.1575423728813559,0.4235714285714288,0.2003327787021631,0.3766666666666669,0.08943023072330739,2.2544116678895256,0.07136854435313865,-0.0149889012208657,no
24h_delay,priority,base,base_all_monitoring,yes,100,full_sample,117,0.5042735042735043,0.0018020880617338995,0.0844302307233074,-0.1625423728813558,0.4185714285714286,-0.1625423728813559,0.4185714285714288,0.2003327787021631,0.3766666666666669,0.0844302307233074,2.144487668962635,0.06636854435313866,-0.0199889012208657,no
24h_delay,priority,data_quality,clean_only,yes,0,full_sample,55,0.5636363636363636,0.0739926739926741,0.11126896074472961,-0.1525423728813558,0.4285714285714286,-0.1525423728813559,0.4285714285714288,0.1584077985377741,0.3382352941176472,0.11126896074472961,2.9627479272668116,-0.030682143283004143,-0.15254237288135575,no
24h_delay,priority,data_quality,clean_only,yes,20,full_sample,55,0.5636363636363636,0.0719926739926741,0.10926896074472961,-0.1545423728813558,0.4265714285714286,-0.1545423728813559,0.4265714285714288,0.1584077985377741,0.3382352941176472,0.10926896074472961,2.898245806473108,-0.03268214328300414,-0.15454237288135575,no
24h_delay,priority,data_quality,clean_only,yes,20,excluding_top5,38,0.3684210526315789,-0.15454237288135575,-0.03268214328300414,-0.1545423728813558,0.07842477400275558,-0.1545423728813559,0.3331409978308026,0.18937909259172855,0.25618834490317877,-0.03268214328300414,0.6077282134575256,-0.051689174498172855,-0.1545423728813558,no
24h_delay,priority,data_quality,clean_only,yes,50,full_sample,55,0.5636363636363636,0.0689926739926741,0.10626896074472961,-0.1575423728813558,0.4235714285714286,-0.1575423728813559,0.4235714285714288,0.1584077985377741,0.3382352941176472,0.10626896074472961,2.8050783209525787,-0.03568214328300415,-0.15754237288135575,no
24h_delay,priority,data_quality,clean_only,yes,100,full_sample,55,0.5636363636363636,0.06399267399267411,0.1012689607447296,-0.1625423728813558,0.4185714285714286,-0.1625423728813559,0.4185714285714288,0.1584077985377741,0.3382352941176472,0.1012689607447296,2.6586776313801828,-0.040682143283004145,-0.16254237288135576,no
24h_delay,priority,data_quality,exclude_benchmark_gap_heavy,yes,0,full_sample,110,0.4909090909090909,-0.01612561787878415,0.09570879518890461,-0.1525423728813558,0.4285714285714286,-0.1525423728813559,0.4285714285714288,0.2200566997744507,0.4086186287430654,0.09570879518890461,2.3091284113074955,0.07650518172452825,-0.09953441142474415,no
24h_delay,priority,data_quality,exclude_benchmark_gap_heavy,yes,20,full_sample,110,0.4909090909090909,-0.018125617878784153,0.09370879518890467,-0.1545423728813558,0.4265714285714286,-0.1545423728813559,0.4265714285714288,0.2200566997744507,0.4086186287430654,0.09370879518890467,2.2641659553067677,0.07450518172452825,-0.10153441142474415,no
24h_delay,priority,data_quality,exclude_benchmark_gap_heavy,yes,20,excluding_top5,104,0.46153846153846156,-0.10153441142474415,0.07450518172452825,-0.1545423728813558,0.4265714285714286,-0.1545423728813559,0.4265714285714286,0.2200566997744507,0.3775988700564973,0.07450518172452825,1.9502784237239041,-0.06822437780799893,-0.1545423728813558,no
24h_delay,priority,data_quality,exclude_benchmark_gap_heavy,yes,50,full_sample,110,0.4909090909090909,-0.02112561787878415,0.09070879518890465,-0.1575423728813558,0.4235714285714286,-0.1575423728813559,0.4235714285714288,0.2200566997744507,0.4086186287430654,0.09070879518890465,2.1989914741925176,0.07150518172452823,-0.10453441142474415,no
24h_delay,priority,data_quality,exclude_benchmark_gap_heavy,yes,100,full_sample,110,0.4909090909090909,-0.026125617878784153,0.0857087951889046,-0.1625423728813558,0.4185714285714286,-0.1625423728813559,0.4185714285714288,0.2200566997744507,0.4086186287430654,0.0857087951889046,2.0960246046735422,0.06650518172452824,-0.10953441142474415,no
24h_delay,priority,data_quality,exclude_true_data_gap_heavy,yes,0,full_sample,101,0.5148514851485149,0.0405010438413362,0.1063229824139222,-0.1525423728813558,0.4285714285714286,-0.1525423728813559,0.4285714285714288,0.2043895747599451,0.4267662263067202,0.1063229824139222,2.539770415309477,0.08597044897239546,-0.0222623345367026,no
24h_delay,priority,data_quality,exclude_true_data_gap_heavy,yes,20,full_sample,101,0.5148514851485149,0.0385010438413362,0.10432298241392224,-0.1545423728813558,0.4265714285714286,-0.1545423728813559,0.4265714285714288,0.2043895747599451,0.4267662263067202,0.10432298241392224,2.489870952811455,0.08397044897239549,-0.024262334536702602,no
24h_delay,priority,data_quality,exclude_true_data_gap_heavy,yes,20,excluding_top5,95,0.4842105263157895,-0.024262334536702602,0.08397044897239549,-0.1545423728813558,0.4265714285714286,-0.1545423728813559,0.4265714285714286,0.2043895747599451,0.3785310734463276,0.08397044897239549,2.127969523181274,-0.05920607981526016,-0.1545423728813558,no
24h_delay,priority,data_quality,exclude_true_data_gap_heavy,yes,50,full_sample,101,0.5148514851485149,0.035501043841336205,0.10132298241392222,-0.1575423728813558,0.4235714285714286,-0.1575423728813559,0.4235714285714288,0.2043895747599451,0.4267662263067202,0.10132298241392222,2.417561947410244,0.08097044897239547,-0.0272623345367026,no
24h_delay,priority,data_quality,exclude_true_data_gap_heavy,yes,100,full_sample,101,0.5148514851485149,0.0305010438413362,0.09632298241392218,-0.1625423728813558,0.4185714285714286,-0.1625423728813559,0.4185714285714288,0.2043895747599451,0.4267662263067202,0.09632298241392218,2.3033760923688353,0.07597044897239547,-0.0322623345367026,no
24h_delay,priority,data_quality,exclude_fallback_only_paths,yes,0,full_sample,68,0.45588235294117646,-0.0204874083569117,0.060772226493572244,-0.1525423728813558,0.2737963118255336,-0.1525423728813559,0.4285714285714288,0.20745794527470934,0.28114478114478114,0.060772226493572244,1.8301348154236292,-0.0523967587611528,-0.1525423728813558,no
24h_delay,priority,data_quality,exclude_fallback_only_paths,yes,20,full_sample,68,0.45588235294117646,-0.022487408356911702,0.05877222649357225,-0.1545423728813558,0.2717963118255336,-0.1545423728813559,0.4265714285714288,0.20745794527470934,0.28114478114478114,0.05877222649357225,1.7910561821759898,-0.0543967587611528,-0.1545423728813558,no
24h_delay,priority,data_quality,exclude_fallback_only_paths,yes,20,excluding_top5,52,0.28846153846153844,-0.1545423728813558,-0.0543967587611528,-0.1545423728813558,0.07413670732936792,-0.1545423728813559,0.2857478393492627,0.2363698797542638,0.2123218065102935,-0.0543967587611528,0.44011009222720454,-0.0741700569364869,-0.1545423728813558,no
24h_delay,priority,data_quality,exclude_fallback_only_paths,yes,50,full_sample,68,0.45588235294117646,-0.0254874083569117,0.05577222649357223,-0.1575423728813558,0.2687963118255336,-0.1575423728813559,0.4235714285714288,0.20745794527470934,0.28114478114478114,0.05577222649357223,1.7345385745434108,-0.0573967587611528,-0.1575423728813558,no
24h_delay,priority,data_quality,exclude_fallback_only_paths,yes,100,full_sample,68,0.45588235294117646,-0.030487408356911702,0.05077222649357224,-0.1625423728813558,0.2637963118255336,-0.1625423728813559,0.4185714285714288,0.20745794527470934,0.28114478114478114,0.05077222649357224,1.6455559855173578,-0.062396758761152804,-0.1625423728813558,no
24h_delay,priority,data_quality_combo,clean_no_gap_no_fallback,yes,0,full_sample,27,0.4444444444444444,-0.0309859154929577,0.04570962852831841,-0.1525423728813558,0.22537681912681914,-0.1525423728813559,0.4285714285714286,0.2003327787021631,0.300975860297894,0.04570962852831841,1.6097550995084888,-0.041304416936024824,-0.1525423728813558,no
24h_delay,priority,data_quality_combo,clean_no_gap_no_fallback,yes,20,full_sample,27,0.4444444444444444,-0.0329859154929577,0.04370962852831841,-0.1545423728813558,0.22337681912681914,-0.1545423728813559,0.4265714285714286,0.2003327787021631,0.300975860297894,0.04370962852831841,1.5745595056820523,-0.04330441693602482,-0.1545423728813558,no
24h_delay,priority,data_quality_combo,clean_no_gap_no_fallback,yes,20,excluding_top5,22,0.3181818181818182,-0.1545423728813558,-0.04330441693602482,-0.1545423728813558,0.07842477400275558,-0.1545423728813559,0.2857478393492627,0.22616479723899913,0.26721780604133544,-0.04330441693602482,0.5361804921863796,-0.07456263521247505,-0.1545423728813558,no
24h_delay,priority,data_quality_combo,clean_no_gap_no_fallback,yes,50,full_sample,27,0.4444444444444444,-0.0359859154929577,0.040709628528318394,-0.1575423728813558,0.22037681912681914,-0.1575423728813559,0.4235714285714286,0.2003327787021631,0.300975860297894,0.040709628528318394,1.523652468393458,-0.04630441693602485,-0.1575423728813558,no
24h_delay,priority,data_quality_combo,clean_no_gap_no_fallback,yes,100,full_sample,27,0.4444444444444444,-0.0409859154929577,0.035709628528318396,-0.1625423728813558,0.21537681912681914,-0.1625423728813559,0.4185714285714286,0.2003327787021631,0.300975860297894,0.035709628528318396,1.4434906110604961,-0.051304416936024826,-0.1625423728813558,no
24h_delay,priority,path_behavior,negative_1h_confirmation,yes,0,full_sample,89,0.5056179775280899,0.0118020880617339,0.09298114850873254,-0.1525423728813558,0.4285714285714286,-0.1525423728813559,0.4285714285714288,0.2252756870295815,0.3831460674157303,0.09298114850873254,2.3358988344254845,0.0730055366002387,-0.0204874083569117,no
24h_delay,priority,path_behavior,negative_1h_confirmation,yes,20,full_sample,89,0.5056179775280899,0.0098020880617339,0.09098114850873254,-0.1545423728813558,0.4265714285714286,-0.1545423728813559,0.4265714285714288,0.2252756870295815,0.3831460674157303,0.09098114850873254,2.288854554999302,0.0710055366002387,-0.022487408356911702,no
24h_delay,priority,path_behavior,negative_1h_confirmation,yes,20,excluding_top5,84,0.47619047619047616,-0.022487408356911702,0.0710055366002387,-0.1545423728813558,0.4265714285714286,-0.1545423728813559,0.4265714285714286,0.2200566997744507,0.37379844961240316,0.0710055366002387,1.9493666885205752,-0.06306029152004601,-0.1545423728813558,no
24h_delay,priority,path_behavior,negative_1h_confirmation,yes,50,full_sample,89,0.5056179775280899,0.0068020880617339,0.08798114850873252,-0.1575423728813558,0.4235714285714286,-0.1575423728813559,0.4235714285714288,0.2252756870295815,0.3831460674157303,0.08798114850873252,2.2207083458035073,0.06800553660023871,-0.0254874083569117,no
24h_delay,priority,path_behavior,negative_1h_confirmation,yes,100,full_sample,89,0.5056179775280899,0.0018020880617338995,0.08298114850873253,-0.1625423728813558,0.4185714285714286,-0.1625423728813559,0.4185714285714288,0.2252756870295815,0.3831460674157303,0.08298114850873253,2.1131572061817674,0.06300553660023869,-0.030487408356911702,no
24h_delay,priority,path_behavior,failed_rebound_24h,yes,0,full_sample,54,0.46296296296296297,-0.0204874083569117,0.077989000961405,-0.1525423728813558,0.4285714285714286,-0.1525423728813559,0.4285714285714288,0.19652055601774826,0.35725998807394155,0.077989000961405,2.0780683585477098,0.057366505219638896,-0.0465264499681326,no
24h_delay,priority,path_behavior,failed_rebound_24h,yes,20,full_sample,54,0.46296296296296297,-0.022487408356911702,0.07598900096140498,-0.1545423728813558,0.4265714285714286,-0.1545423728813559,0.4265714285714288,0.19652055601774826,0.35725998807394155,0.07598900096140498,2.0350539361502165,0.05536650521963889,-0.0485264499681326,no
24h_delay,priority,path_behavior,failed_rebound_24h,yes,20,excluding_top5,51,0.43137254901960786,-0.0485264499681326,0.05536650521963889,-0.1545423728813558,0.37057717157214654,-0.1545423728813559,0.4265714285714286,0.2003327787021631,0.3390650188070929,0.05536650521963889,1.7122554385562982,-0.07162465276913128,-0.1545423728813558,no
24h_delay,priority,path_behavior,failed_rebound_24h,yes,50,full_sample,54,0.46296296296296297,-0.0254874083569117,0.072989000961405,-0.1575423728813558,0.4235714285714286,-0.1575423728813559,0.4235714285714288,0.19652055601774826,0.35725998807394155,0.072989000961405,1.9728415170441984,0.052366505219638884,-0.0515264499681326,no
24h_delay,priority,path_behavior,failed_rebound_24h,yes,100,full_sample,54,0.46296296296296297,-0.030487408356911702,0.067989000961405,-0.1625423728813558,0.4185714285714286,-0.1625423728813559,0.4185714285714288,0.19652055601774826,0.35725998807394155,0.067989000961405,1.8748865074601624,0.04736650521963888,-0.0565264499681326,no
24h_delay,priority,path_behavior,no_sustained_reclaim_above_entry,no,0,full_sample,68,0.6617647058823529,0.18395293689673925,0.17276360685421976,-0.1525423728813558,0.4285714285714286,-0.1525423728813559,0.4285714285714288,0.09371907118385994,0.45182263637908554,0.17276360685421976,5.132915120989616,-0.006301868347826406,-0.0204874083569117,no
24h_delay,priority,path_behavior,no_sustained_reclaim_above_entry,no,20,full_sample,68,0.6617647058823529,0.18195293689673925,0.17076360685421982,-0.1545423728813558,0.4265714285714286,-0.1545423728813559,0.4265714285714288,0.09371907118385994,0.45182263637908554,0.17076360685421982,5.020015352786472,-0.008301868347826407,-0.022487408356911702,no
24h_delay,priority,path_behavior,no_sustained_reclaim_above_entry,no,20,excluding_top5,40,0.425,-0.022487408356911702,-0.008301868347826407,-0.1545423728813558,0.08976587301587301,-0.1545423728813559,0.3145829145728644,0.14986001534735371,0.26721780604133544,-0.008301868347826407,0.8850366758300001,-0.02453698652197851,-0.040756182730545154,no
24h_delay,priority,path_behavior,no_sustained_reclaim_above_entry,no,50,full_sample,68,0.6617647058823529,0.17895293689673925,0.1677636068542198,-0.1575423728813558,0.4235714285714286,-0.1575423728813559,0.4235714285714288,0.09371907118385994,0.45182263637908554,0.1677636068542198,4.857250663566751,-0.01130186834782641,-0.0254874083569117,no
24h_delay,priority,path_behavior,no_sustained_reclaim_above_entry,no,100,full_sample,68,0.6617647058823529,0.17395293689673924,0.16276360685421978,-0.1625423728813558,0.4185714285714286,-0.1625423728813559,0.4185714285714288,0.09371907118385994,0.45182263637908554,0.16276360685421978,4.602221602674071,-0.016301868347826414,-0.030487408356911702,no
24h_delay,priority,path_behavior,high_mfe_mae_asymmetry,no,0,full_sample,71,0.7183098591549296,0.2080419580419579,0.18923831799711377,-0.02662412501483015,0.4285714285714286,-0.1525423728813559,0.4285714285714288,0.0862944162436547,0.6016260162601625,0.18923831799711377,6.066631313956561,0.17110702174148382,0.18395293689673925,no
24h_delay,priority,path_behavior,high_mfe_mae_asymmetry,no,20,full_sample,71,0.7183098591549296,0.2060419580419579,0.18723831799711377,-0.02862412501483015,0.4265714285714286,-0.1545423728813559,0.4265714285714288,0.0862944162436547,0.6016260162601625,0.18723831799711377,5.938590783716399,0.16910702174148382,0.18195293689673925,no
24h_delay,priority,path_behavior,high_mfe_mae_asymmetry,no,20,excluding_top5,66,0.696969696969697,0.18195293689673925,0.16910702174148382,-0.12415325853425628,0.4265714285714286,-0.1545423728813559,0.4265714285714286,0.08593137159564596,0.5114922662292009,0.16910702174148382,5.146250513059762,0.021984503552943895,0.04142125362798515,no
24h_delay,priority,path_behavior,high_mfe_mae_asymmetry,no,50,full_sample,71,0.7183098591549296,0.2030419580419579,0.18423831799711374,-0.031624125014830154,0.4235714285714286,-0.1575423728813559,0.4235714285714288,0.0862944162436547,0.6016260162601625,0.18423831799711374,5.75350933494106,0.1661070217414838,0.17895293689673925,no
24h_delay,priority,path_behavior,high_mfe_mae_asymmetry,no,100,full_sample,71,0.7183098591549296,0.1980419580419579,0.17923831799711376,-0.03662412501483015,0.4185714285714286,-0.1625423728813559,0.4185714285714288,0.0862944162436547,0.6016260162601625,0.17923831799711376,5.462346612923118,0.16110702174148378,0.17395293689673924,no
24h_delay,priority,path_behavior,early_lower_low_after_tag,no,0,full_sample,82,0.5,0.0212270971106212,0.1052967287066906,-0.1525423728813558,0.4285714285714286,-0.1525423728813559,0.4285714285714288,0.2096136436396325,0.42748232986354295,0.1052967287066906,2.5450757359987226,0.08430486507911017,-0.0099889012208657,no
24h_delay,priority,path_behavior,early_lower_low_after_tag,no,20,full_sample,82,0.5,0.019227097110621198,0.10329672870669059,-0.1545423728813558,0.4265714285714286,-0.1545423728813559,0.4265714285714288,0.2096136436396325,0.42748232986354295,0.10329672870669059,2.4938091879416135,0.08230486507911018,-0.0119889012208657,no
24h_delay,priority,path_behavior,early_lower_low_after_tag,no,20,excluding_top5,77,0.4675324675324675,-0.0119889012208657,0.08230486507911018,-0.1545423728813558,0.4265714285714286,-0.1545423728813559,0.4265714285714286,0.2043895747599451,0.3831460674157303,0.08230486507911018,2.117663165670214,-0.06432718974169213,-0.1545423728813558,no
24h_delay,priority,path_behavior,early_lower_low_after_tag,no,50,full_sample,82,0.5,0.0162270971106212,0.10029672870669055,-0.1575423728813558,0.4235714285714286,-0.1575423728813559,0.4235714285714288,0.2096136436396325,0.42748232986354295,0.10029672870669055,2.419630524765855,0.07930486507911017,-0.0149889012208657,no
24h_delay,priority,path_behavior,early_lower_low_after_tag,no,100,full_sample,82,0.5,0.011227097110621198,0.09529672870669056,-0.1625423728813558,0.4185714285714286,-0.1625423728813559,0.4185714285714288,0.2096136436396325,0.42748232986354295,0.09529672870669056,2.3027598462750647,0.07430486507911017,-0.0199889012208657,no
24h_delay,priority,volatility,high_post_tag_volatility,no,0,full_sample,37,0.5135135135135135,0.3351409978308026,0.14334227027708418,-0.1525423728813558,0.4285714285714286,-0.1525423728813559,0.4285714285714288,0.3329718004338393,0.6812499999999999,0.14334227027708418,2.9315813334251524,0.12704346123169302,-0.1525423728813558,no
24h_delay,priority,volatility,high_post_tag_volatility,no,20,full_sample,37,0.5135135135135135,0.3331409978308026,0.1413422702770841,-0.1545423728813558,0.4265714285714286,-0.1545423728813559,0.4265714285714288,0.3329718004338393,0.6812499999999999,0.1413422702770841,2.8799820624337378,0.12504346123169302,-0.1545423728813558,no
24h_delay,priority,volatility,high_post_tag_volatility,no,20,excluding_top5,35,0.4857142857142857,-0.1545423728813558,0.12504346123169302,-0.1545423728813558,0.4265714285714286,-0.1545423728813559,0.4265714285714286,0.3329718004338393,0.634529147982063,0.12504346123169302,2.5732906061480723,-0.12887482705440015,-0.1545423728813558,no
24h_delay,priority,volatility,high_post_tag_volatility,no,50,full_sample,37,0.5135135135135135,0.3301409978308026,0.13834227027708415,-0.1575423728813558,0.4235714285714286,-0.1575423728813559,0.4235714285714288,0.3329718004338393,0.6812499999999999,0.13834227027708415,2.8050396032208162,0.12204346123169303,-0.1575423728813558,no
