hypothesis,sub_strategy,token_symbol,event_id,event_type,scenario,confidence_tier,symbol_pair,market_type,event_time,entry_time,entry_price,entry_rule,invalidation_rule,stop_loss_pct,take_profit_pct,max_holding_days,exit_time,exit_price,exit_reason,gross_return,roundtrip_cost_bps,net_return,win,max_adverse_excursion,max_favorable_excursion,time_to_tp_hours,time_to_sl_hours,risk_reward_realized,lower_confidence_sensitivity,status
spot_delisting_announcement_shock,immediate_1h_confirmation,KDA,28b99dfcb851026e,SPOT_TOKEN_DELISTING_ANNOUNCED,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,high,KDAUSDT,spot,2025-10-29T03:00:04Z,2025-10-29T05:59:59Z,0.0441,short after 1h confirmation; rebound variant requires vwap_reclaim_failure=yes,stop if price trades above entry by SL pct; conceptual invalidation on sustained baseline reclaim,0.18,0.3,7,2025-10-29T15:59:59Z,0.052038,stop_loss,-0.15254237288135597,0,-0.15254237288135597,no,0.35827664399092973,0.4602649006622517,,10.0,1.284663425266158,no,ok
spot_delisting_announcement_shock,immediate_1h_confirmation,KDA,28b99dfcb851026e,SPOT_TOKEN_DELISTING_ANNOUNCED,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,high,KDAUSDT,spot,2025-10-29T03:00:04Z,2025-10-29T05:59:59Z,0.0441,short after 1h confirmation; rebound variant requires vwap_reclaim_failure=yes,stop if price trades above entry by SL pct; conceptual invalidation on sustained baseline reclaim,0.18,0.3,7,2025-10-29T15:59:59Z,0.052038,stop_loss,-0.15254237288135597,20,-0.15454237288135597,no,0.35827664399092973,0.4602649006622517,,10.0,1.284663425266158,no,ok
spot_delisting_announcement_shock,rebound_failure_24h,KDA,28b99dfcb851026e,SPOT_TOKEN_DELISTING_ANNOUNCED,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,high,KDAUSDT,spot,2025-10-29T03:00:04Z,2025-10-30T04:59:59Z,0.0438,short after 24h confirmation; rebound variant requires vwap_reclaim_failure=yes,stop if price trades above entry by SL pct; conceptual invalidation on sustained baseline reclaim,0.12,0.3,7,2025-10-30T06:59:59Z,0.049056,stop_loss,-0.1071428571428572,0,-0.1071428571428572,no,0.3630136986301371,0.6102941176470589,,2.0,1.6811875693673692,no,ok
spot_delisting_announcement_shock,rebound_failure_24h,KDA,28b99dfcb851026e,SPOT_TOKEN_DELISTING_ANNOUNCED,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,high,KDAUSDT,spot,2025-10-29T03:00:04Z,2025-10-30T04:59:59Z,0.0438,short after 24h confirmation; rebound variant requires vwap_reclaim_failure=yes,stop if price trades above entry by SL pct; conceptual invalidation on sustained baseline reclaim,0.12,0.3,7,2025-10-30T06:59:59Z,0.049056,stop_loss,-0.1071428571428572,20,-0.10914285714285721,no,0.3630136986301371,0.6102941176470589,,2.0,1.6811875693673692,no,ok
spot_delisting_announcement_shock,rebound_failure_24h_hold30,KDA,28b99dfcb851026e,SPOT_TOKEN_DELISTING_ANNOUNCED,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,high,KDAUSDT,spot,2025-10-29T03:00:04Z,2025-10-30T04:59:59Z,0.0438,short after 24h confirmation; rebound variant requires vwap_reclaim_failure=yes,stop if price trades above entry by SL pct; conceptual invalidation on sustained baseline reclaim,0.15,0.5,30,2025-10-30T06:59:59Z,0.05036999999999999,stop_loss,-0.13043478260869557,0,-0.13043478260869557,no,0.3630136986301371,8.125,,2.0,22.382075471698105,no,ok
spot_delisting_announcement_shock,rebound_failure_24h_hold30,KDA,28b99dfcb851026e,SPOT_TOKEN_DELISTING_ANNOUNCED,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,high,KDAUSDT,spot,2025-10-29T03:00:04Z,2025-10-30T04:59:59Z,0.0438,short after 24h confirmation; rebound variant requires vwap_reclaim_failure=yes,stop if price trades above entry by SL pct; conceptual invalidation on sustained baseline reclaim,0.15,0.5,30,2025-10-30T06:59:59Z,0.05036999999999999,stop_loss,-0.13043478260869557,20,-0.13243478260869557,no,0.3630136986301371,8.125,,2.0,22.382075471698105,no,ok
spot_delisting_announcement_shock,immediate_1h_confirmation,LINA,028ddc85ac40eb5b,SPOT_TOKEN_DELISTING_ANNOUNCED,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,low_sensitivity,LINAUSDT,spot,2025-03-21T05:50:20Z,2025-03-21T07:59:59Z,0.001389,short after 1h confirmation; rebound variant requires vwap_reclaim_failure=yes,stop if price trades above entry by SL pct; conceptual invalidation on sustained baseline reclaim,0.18,0.3,7,2025-03-21T21:59:59Z,0.0009722999999999999,take_profit,0.4285714285714286,0,0.4285714285714286,yes,0.030237580993520474,3.5392156862745097,14.0,,117.04691876750717,yes,ok
spot_delisting_announcement_shock,immediate_1h_confirmation,LINA,028ddc85ac40eb5b,SPOT_TOKEN_DELISTING_ANNOUNCED,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,low_sensitivity,LINAUSDT,spot,2025-03-21T05:50:20Z,2025-03-21T07:59:59Z,0.001389,short after 1h confirmation; rebound variant requires vwap_reclaim_failure=yes,stop if price trades above entry by SL pct; conceptual invalidation on sustained baseline reclaim,0.18,0.3,7,2025-03-21T21:59:59Z,0.0009722999999999999,take_profit,0.4285714285714286,20,0.4265714285714286,yes,0.030237580993520474,3.5392156862745097,14.0,,117.04691876750717,yes,ok
spot_delisting_announcement_shock,rebound_failure_24h,LINA,028ddc85ac40eb5b,SPOT_TOKEN_DELISTING_ANNOUNCED,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,low_sensitivity,LINAUSDT,spot,2025-03-21T05:50:20Z,2025-03-22T06:59:59Z,0.000827,short after 24h confirmation; rebound variant requires vwap_reclaim_failure=yes,stop if price trades above entry by SL pct; conceptual invalidation on sustained baseline reclaim,0.12,0.3,7,2025-03-22T20:59:59Z,0.0009262400000000002,stop_loss,-0.1071428571428572,0,-0.1071428571428572,no,0.2841596130592503,1.7026143790849675,,14.0,5.9917535808649705,yes,ok
spot_delisting_announcement_shock,rebound_failure_24h,LINA,028ddc85ac40eb5b,SPOT_TOKEN_DELISTING_ANNOUNCED,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,low_sensitivity,LINAUSDT,spot,2025-03-21T05:50:20Z,2025-03-22T06:59:59Z,0.000827,short after 24h confirmation; rebound variant requires vwap_reclaim_failure=yes,stop if price trades above entry by SL pct; conceptual invalidation on sustained baseline reclaim,0.12,0.3,7,2025-03-22T20:59:59Z,0.0009262400000000002,stop_loss,-0.1071428571428572,20,-0.10914285714285721,no,0.2841596130592503,1.7026143790849675,,14.0,5.9917535808649705,yes,ok
