event_id,token_entity_id,token_symbol,anchor_event_type,baseline_price,max_return_1h,max_return_4h,max_return_24h,max_return_3d,max_return_7d,max_return_until_effective_delisting,max_return_price_source,max_return_exchange,volume_zscore,post_pump_drawdown,pump20_flag,pump_and_dump_flag,low_liquidity_pump_flag,fallback_used,manual_review_required
c2bf8d8de7ddecb5,LRC,LRC,SPOT_TOKEN_DELISTING_ANNOUNCED,0.0269604105884005,-0.0022296544035674,-0.0334448160535117,-0.0475659606094388,-0.124860646599777,-0.089557785209959,-0.0022296544035674,binance,binance,4.145304725930452,-0.3730955035302862,no,no,no,yes,no
871690a2876fd5a8,MOB,MOB,SPOT_TOKEN_DELISTING_ANNOUNCED,0.2275877504924427,-0.0696202531645568,-0.040787623066104,-0.0126582278481012,-0.3263009845288326,-0.5288326300984528,-0.0126582278481012,binance,binance,2.9136857967656953,-0.5492264416315049,no,no,no,yes,no
191fd00d2777170a,MDX,MDX,SPOT_TOKEN_DELISTING_ANNOUNCED,0.0272480198036385,-0.0114942528735632,-0.0735632183908044,0.1724137931034481,0.5282758620689656,1.9098850574712647,1.9098850574712647,binance,binance,7.993886361076973,-2.2662068965517244,yes,yes,no,yes,yes
edc4732f2920123b,MDT,MDT,SPOT_TOKEN_DELISTING_ANNOUNCED,0.0071238300505459,0.0516666666666665,0.07,0.4383333333333334,0.2333333333333334,0.07,0.4383333333333334,binance,binance,34.28388953367133,-0.7948333333333335,yes,yes,no,yes,no
33afb9ebbddd5a54,MLN,MLN,SPOT_TOKEN_DELISTING_ANNOUNCED,2.366819543976632,-0.0444444444444445,-0.0266666666666667,0.2666666666666666,0.1599999999999999,-0.0488888888888888,0.2666666666666666,binance,binance,7.895381521279466,-0.5022222222222221,yes,yes,no,no,no
251d2bba37e3dd64,MULTI,MULTI,SPOT_TOKEN_DELISTING_ANNOUNCED,1.7906591008063806,-0.0492182976259411,-0.1123335263462652,-0.2188766647365374,-0.3011001737116386,-0.267515923566879,-0.0492182976259411,binance,binance,-0.0710771137628061,-0.539837869137232,no,no,no,yes,no
3f3886d7f85907a2,OAX,OAX,SPOT_TOKEN_DELISTING_ANNOUNCED,0.1319486030946195,0.0208530805687203,0.0161137440758294,-0.1260663507109004,-0.034123222748815,-0.2312796208530805,0.0483412322274883,binance,binance,0.3665146399644262,-0.7090047393364931,no,no,no,no,no
94faf9340260e22c,NON,NON,SPOT_TOKEN_DELISTING_ANNOUNCED,,,,,,,,,binance,,,no,no,no,no,no
0585c4d33e031fbf,NULS,NULS,SPOT_TOKEN_DELISTING_ANNOUNCED,0.0607371870502051,-0.0853174603174602,-0.1706349206349207,-0.1289682539682539,-0.1924603174603174,-0.498015873015873,-0.0456349206349206,binance,binance,5.555041533407078,-0.4523809523809523,no,no,no,no,no
356e1d682c7d8f7d,NKN,NKN,SPOT_TOKEN_DELISTING_ANNOUNCED,0.0095612029606882,-0.1799999999999999,-0.1799999999999999,-0.1300000000000001,-0.38,0.04,0.04,binance,binance,1.7943830060516976,-0.4883,no,no,no,yes,no
2e74ba8b9b9a26ef,NTRN,NTRN,SPOT_TOKEN_DELISTING_ANNOUNCED,0.0081533884020322,-0.0317460317460317,-0.0634920634920634,-0.0952380952380952,-0.0317460317460317,-0.2857142857142858,-0.0317460317460317,binance,binance,3.2168734365392617,-0.7142857142857143,no,no,no,no,no
8660726da9a31951,PERL,PERL,SPOT_TOKEN_DELISTING_ANNOUNCED,0.009242808484265,0.1004842615012107,0.181598062953995,-0.1234866828087166,0.4552058111380144,0.0193704600484261,0.4552058111380144,binance,binance,2.1839321233613207,-0.5786924939467311,yes,yes,no,no,no
31a48282d85a2000,PNT,PNT,SPOT_TOKEN_DELISTING_ANNOUNCED,0.1213119634822509,-0.117508813160987,-0.0564042303172738,0.1797884841363104,-0.1468860164512337,-0.381903642773208,0.1797884841363104,binance,binance,3.4371477122600456,-0.7685076380728556,no,no,no,no,no
2b516f723278de6a,OMG,OMG,SPOT_TOKEN_DELISTING_ANNOUNCED,0.5504446003571277,-0.0142348754448399,-0.0729537366548043,-0.1797153024911032,-0.2135231316725979,-0.2259786476868328,-0.0142348754448399,binance,binance,1.1706942430010938,-0.6313701067615658,no,no,no,yes,no
