futures_symbol,query_start_utc,query_end_utc,kline_rows,funding_rows,open_interest_rows,confirmed_binance_perp,inferred_from_futures_klines,funding_available,oi_available,api_unavailable,no_binance_perp_evidence,manual_review_needed,availability_status,http_statuses,api_errors,kline_cache_path,funding_cache_path,open_interest_cache_path,cache_hit_all,event_id,token_entity_id,token_symbol,spot_symbol,entry_time,event_time,feasibility_tier,low_liquidity_flag,gross_return,net_return_20bps,net_return_50bps,net_return_100bps,net_return_200bps,net_return_500bps,max_adverse_excursion,max_favorable_excursion,collected_at_utc
MBLBUSD,2024-06-29T09:59:59Z,2024-07-03T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/af7b157de309c78ee58e6429.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/29405fa37eb2b25bbf2c9efd.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/209052155e215e6589bd8078.json,yes,fb4cbaedb67a967c,MBL,MBL,MBLUSDT,2024-07-01T09:59:59Z,2024-07-01T07:00:03Z,low,yes,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,0.3470163435955908,0.5476470588235296,2026-05-27T11:42:09Z
POLSUSDT,2024-06-29T09:59:59Z,2024-07-03T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/1b9d7e40133863b33f5b79c1.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/567ca2e98fc53af3077a20a8.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/83fd81d5ea9391df43a17295.json,yes,167819d9a56f2560,POLS,POLS,POLSUSDT,2024-07-01T09:59:59Z,2024-07-01T07:00:03Z,medium,no,0.4285714285714288,0.4265714285714288,0.4235714285714288,0.4185714285714288,0.4085714285714288,0.3785714285714288,0.0003712641544459,0.8954961294862771,2026-05-27T11:42:09Z
POLSBUSD,2024-06-29T09:59:59Z,2024-07-03T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/c204c92f29cdd70d4f14df94.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/6290b3ac064b2e1b6241ee68.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/58f08ae5d70031e90a2209af.json,yes,167819d9a56f2560,POLS,POLS,POLSUSDT,2024-07-01T09:59:59Z,2024-07-01T07:00:03Z,medium,no,0.4285714285714288,0.4265714285714288,0.4235714285714288,0.4185714285714288,0.4085714285714288,0.3785714285714288,0.0003712641544459,0.8954961294862771,2026-05-27T11:42:09Z
SNTUSDT,2024-06-29T09:59:59Z,2024-07-03T09:59:59Z,96,24,0,yes,yes,yes,no,no,no,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,200;200;400,http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/bf3e082248387e3a03784f9e.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/fac1fca7c7ed6b2169b0d998.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/ac3fc8064f3bb516a140205f.json,yes,bf72bb1d09062290,SNT,SNT,SNTUSDT,2024-07-01T09:59:59Z,2024-07-01T07:00:03Z,low,yes,0.017063492063492,0.015063492063492,0.0120634920634919,0.0070634920634919,-0.002936507936508,-0.032936507936508,0.0702301989855638,0.3772165502418054,2026-05-27T11:42:09Z
SNTBUSD,2024-06-29T09:59:59Z,2024-07-03T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/8b4395ab96d316074a540e3f.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/cd8815974a2ab0d35b3cc0d1.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/738dd2f5c5faccd8ffaa03c4.json,yes,bf72bb1d09062290,SNT,SNT,SNTUSDT,2024-07-01T09:59:59Z,2024-07-01T07:00:03Z,low,yes,0.017063492063492,0.015063492063492,0.0120634920634919,0.0070634920634919,-0.002936507936508,-0.032936507936508,0.0702301989855638,0.3772165502418054,2026-05-27T11:42:09Z
SUNUSDT,2024-06-29T09:59:59Z,2024-07-03T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,200;200;400,http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/a69a8166deffff960e3e5b96.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/17467638eb1df4e580545dd8.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/bf85c23acbfced984bff728c.json,yes,d40e87ef3d1ebf58,SUN,SUN,SUNUSDT,2024-07-01T09:59:59Z,2024-07-01T07:00:03Z,medium,no,0.1145631067961165,0.1125631067961165,0.1095631067961165,0.1045631067961165,0.0945631067961165,0.0645631067961165,0.0278745644599303,0.1377601585728445,2026-05-27T11:42:09Z
SUNBUSD,2024-06-29T09:59:59Z,2024-07-03T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/153c4b2ca14471cb5ae1be0b.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/d31373a67483fb615306417a.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/8d0f72279e3c75dd008546bd.json,yes,d40e87ef3d1ebf58,SUN,SUN,SUNUSDT,2024-07-01T09:59:59Z,2024-07-01T07:00:03Z,medium,no,0.1145631067961165,0.1125631067961165,0.1095631067961165,0.1045631067961165,0.0945631067961165,0.0645631067961165,0.0278745644599303,0.1377601585728445,2026-05-27T11:42:09Z
BLZUSDT,2024-10-01T09:59:59Z,2024-10-05T09:59:59Z,96,24,0,yes,yes,yes,no,no,no,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,200;200;400,http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/c8990409e2b39b06ab9d907b.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/dcb601cdc0810bf2ae200bb5.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/fc9707bffa7ebdd5d6899cbb.json,yes,14c00596e0d38ffa,BLZ,BLZ,BLZUSDT,2024-10-03T09:59:59Z,2024-10-03T07:00:05Z,medium,no,-0.1666666666666665,-0.1686666666666665,-0.1716666666666665,-0.1766666666666665,-0.1866666666666664,-0.2166666666666665,0.2021452145214521,0.3046286329386438,2026-05-27T11:42:09Z
BLZBUSD,2024-10-01T09:59:59Z,2024-10-05T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/3d5d06b1ba540b34d54efc83.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/be50c6565694b2ba924f9945.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/6967fa8c3186766969b9540f.json,yes,14c00596e0d38ffa,BLZ,BLZ,BLZUSDT,2024-10-03T09:59:59Z,2024-10-03T07:00:05Z,medium,no,-0.1666666666666665,-0.1686666666666665,-0.1716666666666665,-0.1766666666666665,-0.1866666666666664,-0.2166666666666665,0.2021452145214521,0.3046286329386438,2026-05-27T11:42:09Z
CLVUSDT,2024-10-01T09:59:59Z,2024-10-05T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/8eb120827d2ac97ec0148e83.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/f711e5aba9b7430838b1dc18.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/3282dab5167df1d477fcfdfb.json,yes,b4b89fcf3e2d9d8d,CLV,CLV,CLVUSDT,2024-10-03T09:59:59Z,2024-10-03T07:00:05Z,medium,no,0.2245042492917845,0.2225042492917845,0.2195042492917845,0.2145042492917845,0.2045042492917845,0.1745042492917844,0.0506072874493928,0.2569974554707379,2026-05-27T11:42:09Z
CLVBUSD,2024-10-01T09:59:59Z,2024-10-05T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/75bfd38cc88c79d69eda7409.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/2b6e7aaa5adfae6474301e67.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/c340512ee64dac020b79b431.json,yes,b4b89fcf3e2d9d8d,CLV,CLV,CLVUSDT,2024-10-03T09:59:59Z,2024-10-03T07:00:05Z,medium,no,0.2245042492917845,0.2225042492917845,0.2195042492917845,0.2145042492917845,0.2045042492917845,0.1745042492917844,0.0506072874493928,0.2569974554707379,2026-05-27T11:42:09Z
KEYUSDT,2024-10-01T09:59:59Z,2024-10-05T09:59:59Z,96,12,0,yes,yes,yes,no,no,no,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,200;200;400,http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/ae200fb6ece277e79ac1fce4.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/7152c60698497f5e556a1525.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/2afe93d836ff97bb8e29533a.json,yes,0af050f2f61a9816,KEY,KEY,KEYUSDT,2024-10-03T09:59:59Z,2024-10-03T07:00:05Z,medium,no,-0.1666666666666666,-0.1686666666666666,-0.1716666666666666,-0.1766666666666666,-0.1866666666666666,-0.2166666666666666,0.3374130737134908,0.1596774193548387,2026-05-27T11:42:09Z
KEYBUSD,2024-10-01T09:59:59Z,2024-10-05T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/323b250c8fbfb4d912f49599.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/d97d1609f4d5c1b24a6e95c1.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/76ddc2faf79814578bd7352b.json,yes,0af050f2f61a9816,KEY,KEY,KEYUSDT,2024-10-03T09:59:59Z,2024-10-03T07:00:05Z,medium,no,-0.1666666666666666,-0.1686666666666666,-0.1716666666666666,-0.1766666666666666,-0.1866666666666666,-0.2166666666666666,0.3374130737134908,0.1596774193548387,2026-05-27T11:42:09Z
PROSUSDT,2024-10-01T09:59:59Z,2024-10-05T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/aac65b4eca6b6df8d011bb8f.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/f4f88cdb845fc864aa1727ea.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/72f830f6e3f72bcc5ae8676c.json,yes,14c99625149e363a,PROS,PROS,PROSUSDT,2024-10-03T09:59:59Z,2024-10-03T07:00:05Z,medium,no,-0.1666666666666667,-0.1686666666666667,-0.1716666666666667,-0.1766666666666667,-0.1866666666666667,-0.2166666666666667,1.3462137737612965,0.252537080405933,2026-05-27T11:42:09Z
PROSBUSD,2024-10-01T09:59:59Z,2024-10-05T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/fb0c90feea3dfbae2e6a73bd.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/2f6c6d5ce4c2037e4534c59d.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/eb33e8eb2908bf34d5618bf5.json,yes,14c99625149e363a,PROS,PROS,PROSUSDT,2024-10-03T09:59:59Z,2024-10-03T07:00:05Z,medium,no,-0.1666666666666667,-0.1686666666666667,-0.1716666666666667,-0.1766666666666667,-0.1866666666666667,-0.2166666666666667,1.3462137737612965,0.252537080405933,2026-05-27T11:42:09Z
VITEUSDT,2024-10-01T09:59:59Z,2024-10-05T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/dfda18909de09bda3ba14452.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/9a2e1feaf4faaab5ea402489.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/48719b1c8d32e6d32e91a4c1.json,yes,b0e2fef6b72f5dbc,VITE,VITE,VITEUSDT,2024-10-03T09:59:59Z,2024-10-03T07:00:05Z,medium,no,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,0.0781032078103207,0.4297108673978065,2026-05-27T11:42:09Z
VITEBUSD,2024-10-01T09:59:59Z,2024-10-05T09:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/283566350e89732c262826e7.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/858937a43ea38435d67a3867.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/f9ad2e744a859586a82ec317.json,yes,b0e2fef6b72f5dbc,VITE,VITE,VITEUSDT,2024-10-03T09:59:59Z,2024-10-03T07:00:05Z,medium,no,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,0.0781032078103207,0.4297108673978065,2026-05-27T11:42:09Z
STMXUSDT,2024-12-31T11:59:59Z,2025-01-04T11:59:59Z,96,24,0,yes,yes,yes,no,no,no,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,200;200;400,http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/ca0f08bccc85c5fdb021c37a.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/43b887075dc3670aa36bdd25.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/202b1bb3d05f5e4dfadea926.json,yes,c7d11f997d396961,STMX,STMX,STMXUSDT,2025-01-02T11:59:59Z,2025-01-02T09:00:19Z,medium,no,-0.1666666666666667,-0.1686666666666667,-0.1716666666666667,-0.1766666666666667,-0.1866666666666667,-0.2166666666666667,0.3642819101721994,0.1561986863711002,2026-05-27T11:42:09Z
STMXBUSD,2024-12-31T11:59:59Z,2025-01-04T11:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/0d616afb0862c0a8662bc71e.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/8436bb94f2dc10552e0c62ed.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/a9edb0077eb49c9aaeb324ed.json,yes,c7d11f997d396961,STMX,STMX,STMXUSDT,2025-01-02T11:59:59Z,2025-01-02T09:00:19Z,medium,no,-0.1666666666666667,-0.1686666666666667,-0.1716666666666667,-0.1766666666666667,-0.1866666666666667,-0.2166666666666667,0.3642819101721994,0.1561986863711002,2026-05-27T11:42:09Z
TROYUSDT,2024-12-31T11:59:59Z,2025-01-04T11:59:59Z,96,24,0,yes,yes,yes,no,no,no,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,200;200;400,http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/1c3c192b635f356bf69acd67.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/5c1b7a8beb1ae9bc712fabbe.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/f2a4d08adf1b30ab7abd289d.json,yes,db0cdaac498440e7,TROY,TROY,TROYUSDT,2025-01-02T11:59:59Z,2025-01-02T09:00:19Z,low,no,0.4285714285714288,0.4265714285714288,0.4235714285714288,0.4185714285714288,0.4085714285714288,0.3785714285714288,0.0432889344262295,3.889167188478397,2026-05-27T11:42:09Z
TROYBUSD,2024-12-31T11:59:59Z,2025-01-04T11:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/186c00ced6bd8e3ede107252.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/c0e77329a3b789b0a87f9c64.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/6f42ca427a04238cc0b74def.json,yes,db0cdaac498440e7,TROY,TROY,TROYUSDT,2025-01-02T11:59:59Z,2025-01-02T09:00:19Z,low,no,0.4285714285714288,0.4265714285714288,0.4235714285714288,0.4185714285714288,0.4085714285714288,0.3785714285714288,0.0432889344262295,3.889167188478397,2026-05-27T11:42:09Z
ALPACAUSDT,2025-03-02T10:59:59Z,2025-03-06T10:59:59Z,96,24,0,yes,yes,yes,no,no,no,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,200;200;400,http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/748ef8f66ed3610b13c23944.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/b1da323f9f179de31dd16bf4.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/404aae0d2d12bf53b7dd5ef4.json,yes,064b0dde744232dc,ALPACA,ALPACA,ALPACAUSDT,2025-03-04T10:59:59Z,2025-03-04T08:01:22Z,medium,no,0.4285714285714288,0.4265714285714288,0.4235714285714288,0.4185714285714288,0.4085714285714288,0.3785714285714288,0.1241997439180537,0.7511210762331839,2026-05-27T11:42:09Z
ALPACABUSD,2025-03-02T10:59:59Z,2025-03-06T10:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/1d596b86e1756873820cd98e.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/9520a03c37fef23eabdd157b.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/e95b04ecc30da6fc5d8ef68b.json,yes,064b0dde744232dc,ALPACA,ALPACA,ALPACAUSDT,2025-03-04T10:59:59Z,2025-03-04T08:01:22Z,medium,no,0.4285714285714288,0.4265714285714288,0.4235714285714288,0.4185714285714288,0.4085714285714288,0.3785714285714288,0.1241997439180537,0.7511210762331839,2026-05-27T11:42:09Z
ASTUSDT,2025-03-02T10:59:59Z,2025-03-06T10:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/d35257382069f8674bc6ad2b.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/204c0113a5c573d733bc6022.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/de49f1fb1776d44751c9aafa.json,yes,c9bba63a0a1d11c1,AST,AST,ASTUSDT,2025-03-04T10:59:59Z,2025-03-04T08:01:22Z,medium,no,-0.1666666666666666,-0.1686666666666666,-0.1716666666666666,-0.1766666666666666,-0.1866666666666666,-0.2166666666666666,0.2260692464358451,4.709302325581395,2026-05-27T11:42:09Z
ASTBUSD,2025-03-02T10:59:59Z,2025-03-06T10:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/751ace343591fd405fda9541.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/819bee1fcce009f377d20520.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/8250a3477c1a62fc655e49cb.json,yes,c9bba63a0a1d11c1,AST,AST,ASTUSDT,2025-03-04T10:59:59Z,2025-03-04T08:01:22Z,medium,no,-0.1666666666666666,-0.1686666666666666,-0.1716666666666666,-0.1766666666666666,-0.1866666666666666,-0.2166666666666666,0.2260692464358451,4.709302325581395,2026-05-27T11:42:09Z
BURGERUSDT,2025-03-02T10:59:59Z,2025-03-06T10:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/e1c9b8be9f76e69c24beda01.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/85f8f0a9034cf0295ac54b8a.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/fb486a82d3044998846f5470.json,yes,27494810cfd7dda7,BURGER,BURGER,BURGERUSDT,2025-03-04T10:59:59Z,2025-03-04T08:01:22Z,medium,no,0.4285714285714288,0.4265714285714288,0.4235714285714288,0.4185714285714288,0.4085714285714288,0.3785714285714288,0.1881743634009496,12.957831325301203,2026-05-27T11:42:09Z
BURGERBUSD,2025-03-02T10:59:59Z,2025-03-06T10:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/3f0fb91ce84dd7225df11714.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/ef4e1416007fe5ccddcecc98.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/a0f6552d638d2dcfdcffa6d0.json,yes,27494810cfd7dda7,BURGER,BURGER,BURGERUSDT,2025-03-04T10:59:59Z,2025-03-04T08:01:22Z,medium,no,0.4285714285714288,0.4265714285714288,0.4235714285714288,0.4185714285714288,0.4085714285714288,0.3785714285714288,0.1881743634009496,12.957831325301203,2026-05-27T11:42:09Z
NULSUSDT,2025-03-02T10:59:59Z,2025-03-06T10:59:59Z,96,24,0,yes,yes,yes,no,no,no,no,confirmed_binance_perp;inferred_from_futures_klines;funding_available,200;200;400,http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/8957b7649af9089002c4b5c4.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/cf5793e377f4486fab4ca7db.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/d0ad5391286ecaf13a27b571.json,yes,0b0fef5c55d48f0f,NULS,NULS,NULSUSDT,2025-03-04T10:59:59Z,2025-03-04T08:01:22Z,medium,no,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,0.0223623853211007,0.9706214689265538,2026-05-27T11:42:09Z
NULSBUSD,2025-03-02T10:59:59Z,2025-03-06T10:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/2441dc26e4c6f06b715ddc87.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/1f92f2d7da2a0fc955296e6c.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/bf26f3090792ae2f73ad99e3.json,yes,0b0fef5c55d48f0f,NULS,NULS,NULSUSDT,2025-03-04T10:59:59Z,2025-03-04T08:01:22Z,medium,no,0.4285714285714286,0.4265714285714286,0.4235714285714286,0.4185714285714286,0.4085714285714286,0.3785714285714286,0.0223623853211007,0.9706214689265538,2026-05-27T11:42:09Z
UFTUSDT,2025-03-02T10:59:59Z,2025-03-06T10:59:59Z,0,0,0,no,no,no,no,no,yes,no,no_binance_perp_evidence,400;200;400,http_400:Bad Request;http_400:,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_klines/d16944a036003c659d2ecaa6.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/fapi_v1_fundingRate/63cfb8f0aa3278259cebe720.json,/Users/rus_dor_/Documents/rus_dor/data/raw/derivatives_availability/futures_data_openInterestHist/313877acf026416000ef709e.json,yes,93a4361a2732433c,UFT,UFT,UFTUSDT,2025-03-04T10:59:59Z,2025-03-04T08:01:22Z,medium,no,-0.1666666666666667,-0.1686666666666667,-0.1716666666666667,-0.1766666666666667,-0.1866666666666667,-0.2166666666666667,0.3902012248468942,1.0972477064220183,2026-05-27T11:42:09Z
