hold_window,strategy_id,cluster_date_utc,cluster_pnl_usdt,cluster_roi_on_margin,cumulative_pnl_usdt,drawdown_from_peak_usdt,tokens_count
7d,base_10_be20_tp15_30,2026-04-30,201.65809403050284,0.6721936467683428,5185.370729689588,0.0,3
7d,base_10_be20_tp15_30,2026-05-22,1093.4734850014095,2.186946970002819,6278.844214690997,0.0,5
7d,defensive_7p5_be10_tp10_20,2024-01-04,114.90342747891242,0.3830114249297081,114.90342747891242,0.0,3
7d,defensive_7p5_be10_tp10_20,2024-04-03,230.39295392953912,1.1519647696476956,345.29638140845157,0.0,2
7d,defensive_7p5_be10_tp10_20,2024-07-01,688.3353370933319,2.2944511236444396,1033.6317185017833,0.0,3
7d,defensive_7p5_be10_tp10_20,2024-10-03,15.500777349359907,0.07750388674679953,1049.1324958511432,0.0,2
7d,defensive_7p5_be10_tp10_20,2025-01-02,504.07070337138083,2.520353516856904,1553.203199222524,0.0,2
7d,defensive_7p5_be10_tp10_20,2025-03-04,782.9601327565066,2.609867109188355,2336.1633319790308,0.0,3
7d,defensive_7p5_be10_tp10_20,2025-04-03,937.1065280572324,1.8742130561144648,3273.2698600362633,0.0,5
7d,defensive_7p5_be10_tp10_20,2025-05-07,-229.39276485788105,-0.3823212747631351,3043.877095178382,-229.39276485788105,6
7d,defensive_7p5_be10_tp10_20,2025-06-05,174.8065614360878,1.7480656143608782,3218.6836566144702,-54.586203421793016,1
7d,defensive_7p5_be10_tp10_20,2025-10-09,-69.76744186046501,-0.6976744186046502,3148.916214754005,-124.35364528225819,1
7d,defensive_7p5_be10_tp10_20,2025-12-01,-69.76744186046513,-0.6976744186046513,3079.14877289354,-194.12108714272335,1
7d,defensive_7p5_be10_tp10_20,2026-01-02,-69.76744186046513,-0.6976744186046513,3009.3813310330747,-263.8885290031885,1
7d,defensive_7p5_be10_tp10_20,2026-03-06,393.99072807417537,0.4924884100927192,3403.37205910725,0.0,8
7d,defensive_7p5_be10_tp10_20,2026-03-13,145.7976239185807,0.48599207972860237,3549.1696830258306,0.0,3
7d,defensive_7p5_be10_tp10_20,2026-04-14,102.38868724888357,0.2559717181222089,3651.5583702747144,0.0,4
7d,defensive_7p5_be10_tp10_20,2026-04-30,180.98318638628575,0.6032772879542858,3832.541556661,0.0,3
7d,defensive_7p5_be10_tp10_20,2026-05-22,643.3858544332077,1.2867717088664152,4475.927411094208,0.0,5
7d,runner_only_10_no_be,2024-01-04,-6.728990442658837,-0.022429968142196124,-6.728990442658837,-6.728990442658837,3
7d,runner_only_10_no_be,2024-04-03,315.30128947750916,1.5765064473875459,308.57229903485035,0.0,2
7d,runner_only_10_no_be,2024-07-01,1100.0066791999961,3.6666889306666537,1408.5789782348465,0.0,3
7d,runner_only_10_no_be,2024-10-03,-22.86946630012332,-0.1143473315006166,1385.7095119347232,-22.86946630012335,2
7d,runner_only_10_no_be,2025-01-02,1423.7365783822477,7.118682891911238,2809.446090316971,0.0,2
7d,runner_only_10_no_be,2025-03-04,1415.422664743911,4.71807554914637,4224.868755060882,0.0,3
7d,runner_only_10_no_be,2025-04-03,2447.812083392185,4.89562416678437,6672.680838453067,0.0,5
7d,runner_only_10_no_be,2025-05-07,-545.454545454546,-0.90909090909091,6127.226292998521,-545.454545454546,6
7d,runner_only_10_no_be,2025-06-05,217.27019498607226,2.1727019498607225,6344.496487984593,-328.1843504684739,1
7d,runner_only_10_no_be,2025-10-09,-90.90909090909093,-0.9090909090909094,6253.587397075502,-419.0934413775649,1
7d,runner_only_10_no_be,2025-12-01,-90.90909090909093,-0.9090909090909094,6162.678306166411,-510.0025322866559,1
7d,runner_only_10_no_be,2026-01-02,-90.90909090909105,-0.9090909090909105,6071.76921525732,-600.9116231957469,1
7d,runner_only_10_no_be,2026-03-06,12.873023390858634,0.016091279238573293,6084.642238648179,-588.0385998048878,8
7d,runner_only_10_no_be,2026-03-13,1784.9221422064866,5.949740474021622,7869.564380854666,0.0,3
7d,runner_only_10_no_be,2026-04-14,-142.66946925906453,-0.3566736731476613,7726.894911595601,-142.6694692590645,4
7d,runner_only_10_no_be,2026-04-30,175.87621606192403,0.5862540535397468,7902.7711276575255,0.0,3
7d,runner_only_10_no_be,2026-05-22,1216.1722717670668,2.4323445435341338,9118.943399424592,0.0,5
90d,aggressive_10_be20_tp20_50,2024-01-04,-106.81818181818198,-0.35606060606060663,-106.81818181818198,-106.81818181818198,3
90d,aggressive_10_be20_tp20_50,2024-04-03,1423.3414326259858,7.116707163129929,1316.5232508078038,0.0,2
90d,aggressive_10_be20_tp20_50,2024-07-01,224.99999999999994,0.7499999999999998,1541.5232508078038,0.0,3
90d,aggressive_10_be20_tp20_50,2024-10-03,-181.81818181818198,-0.90909090909091,1359.7050689896219,-181.81818181818198,2
90d,aggressive_10_be20_tp20_50,2025-01-02,2840.36248561565,14.201812428078249,4200.067554605272,0.0,2
90d,aggressive_10_be20_tp20_50,2025-03-04,2050.229357798165,6.834097859327216,6250.296912403437,0.0,3
90d,aggressive_10_be20_tp20_50,2025-04-03,775.0,1.55,7025.296912403437,0.0,5
90d,aggressive_10_be20_tp20_50,2025-05-07,-379.5454545454549,-0.6325757575757581,6645.751457857982,-379.54545454545496,6
90d,aggressive_10_be20_tp20_50,2025-06-05,75.0,0.75,6720.751457857982,-304.54545454545496,1
90d,aggressive_10_be20_tp20_50,2025-10-09,-90.90909090909093,-0.9090909090909094,6629.842366948891,-395.45454545454595,1
90d,aggressive_10_be20_tp20_50,2025-12-01,-90.90909090909093,-0.9090909090909094,6538.9332760398,-486.36363636363694,1
90d,aggressive_10_be20_tp20_50,2026-01-02,-90.90909090909105,-0.9090909090909105,6448.024185130709,-577.2727272727279,1
90d,aggressive_10_be20_tp20_50,2026-03-06,173.30789509375575,0.21663486886719469,6621.332080224465,-403.96483217897185,8
90d,aggressive_10_be20_tp20_50,2026-03-13,1418.3189655172414,4.727729885057471,8039.651045741706,0.0,3
90d,aggressive_10_be20_tp20_50,2026-04-14,23.239621650026407,0.05809905412506602,8062.890667391733,0.0,4
90d,aggressive_10_be20_tp20_50,2026-04-30,175.87621606192403,0.5862540535397468,8238.766883453656,0.0,3
90d,aggressive_10_be20_tp20_50,2026-05-22,1076.2743388910246,2.152548677782049,9315.04122234468,0.0,5
90d,balanced_10_be15_tp10_30,2024-01-04,-24.24242424242442,-0.0808080808080814,-24.24242424242442,-24.24242424242442,3
90d,balanced_10_be15_tp10_30,2024-04-03,341.87708522899595,1.7093854261449797,317.63466098657153,0.0,2
90d,balanced_10_be15_tp10_30,2024-07-01,442.8571428571428,1.4761904761904758,760.4918038437143,0.0,3
90d,balanced_10_be15_tp10_30,2024-10-03,-57.575757575757585,-0.2878787878787879,702.9160462679566,-57.57575757575762,2
90d,balanced_10_be15_tp10_30,2025-01-02,2570.1243903775544,12.850621951887772,3273.040436645511,0.0,2
90d,balanced_10_be15_tp10_30,2025-03-04,1639.5150720838794,5.465050240279598,4912.555508729391,0.0,3
90d,balanced_10_be15_tp10_30,2025-04-03,509.52380952380963,1.0190476190476192,5422.0793182532,0.0,5
90d,balanced_10_be15_tp10_30,2025-05-07,-421.21212121212153,-0.7020202020202025,5000.867197041078,-421.21212121212193,6
90d,balanced_10_be15_tp10_30,2025-06-05,204.7619047619048,2.047619047619048,5205.629101802982,-216.45021645021734,1
90d,balanced_10_be15_tp10_30,2025-10-09,-90.90909090909093,-0.9090909090909094,5114.720010893891,-307.35930735930833,1
90d,balanced_10_be15_tp10_30,2025-12-01,-90.90909090909093,-0.9090909090909094,5023.8109199848,-398.2683982683993,1
90d,balanced_10_be15_tp10_30,2026-01-02,-90.90909090909105,-0.9090909090909105,4932.901829075709,-489.1774891774903,1
90d,balanced_10_be15_tp10_30,2026-03-06,567.9118999489767,0.7098898749362209,5500.813729024686,0.0,8
90d,balanced_10_be15_tp10_30,2026-03-13,1125.708128078818,3.752360426929393,6626.521857103504,0.0,3
90d,balanced_10_be15_tp10_30,2026-04-14,-24.111052723769525,-0.06027763180942381,6602.410804379734,-24.111052723769717,4
90d,balanced_10_be15_tp10_30,2026-04-30,179.70644380519533,0.5990214793506511,6782.11724818493,0.0,3
90d,balanced_10_be15_tp10_30,2026-05-22,1084.7452794381447,2.1694905588762894,7866.862527623074,0.0,5
90d,base_10_be20_tp15_30,2024-01-04,-35.347593582887825,-0.11782531194295942,-35.347593582887825,-35.347593582887825,3
90d,base_10_be20_tp15_30,2024-04-03,935.7813547352207,4.678906773676103,900.4337611523329,0.0,2
90d,base_10_be20_tp15_30,2024-07-01,457.5630252100841,1.5252100840336136,1357.996786362417,0.0,3
90d,base_10_be20_tp15_30,2024-10-03,-93.58288770053485,-0.4679144385026743,1264.413898661882,-93.58288770053491,2
90d,base_10_be20_tp15_30,2025-01-02,2892.529228031833,14.462646140159165,4156.943126693715,0.0,2
90d,base_10_be20_tp15_30,2025-03-04,1760.918202143242,5.869727340477474,5917.861328836958,0.0,3
90d,base_10_be20_tp15_30,2025-04-03,574.0336134453783,1.1480672268907566,6491.894942282336,0.0,5
90d,base_10_be20_tp15_30,2025-05-07,-396.31016042780783,-0.6605169340463464,6095.584781854528,-396.3101604278081,6
90d,base_10_be20_tp15_30,2025-06-05,199.66386554621852,1.996638655462185,6295.248647400746,-196.6462948815897,1
90d,base_10_be20_tp15_30,2025-10-09,-90.90909090909093,-0.9090909090909094,6204.3395564916555,-287.5553857906807,1
90d,base_10_be20_tp15_30,2025-12-01,-90.90909090909093,-0.9090909090909094,6113.4304655825645,-378.4644766997717,1
90d,base_10_be20_tp15_30,2026-01-02,-90.90909090909105,-0.9090909090909105,6022.5213746734735,-469.3735676088627,1
90d,base_10_be20_tp15_30,2026-03-06,427.3631143668762,0.5342038929585953,6449.88448904035,-42.0104532419864,8
90d,base_10_be20_tp15_30,2026-03-13,1178.6036656041726,3.9286788853472423,7628.488154644522,0.0,3
90d,base_10_be20_tp15_30,2026-04-14,6.47491576767348,0.0161872894191837,7634.9630704121955,0.0,4
90d,base_10_be20_tp15_30,2026-04-30,201.65809403050284,0.6721936467683428,7836.6211644426985,0.0,3
90d,base_10_be20_tp15_30,2026-05-22,1083.9497514644106,2.167899502928821,8920.570915907108,0.0,5
90d,defensive_7p5_be10_tp10_20,2024-01-04,94.12144702842372,0.31373815676141237,94.12144702842372,0.0,3
90d,defensive_7p5_be10_tp10_20,2024-04-03,267.6707360226467,1.3383536801132334,361.7921830510704,0.0,2
90d,defensive_7p5_be10_tp10_20,2024-07-01,358.33333333333314,1.1944444444444438,720.1255163844036,0.0,3
90d,defensive_7p5_be10_tp10_20,2024-10-03,-25.322997416020662,-0.12661498708010333,694.8025189683829,-25.322997416020712,2
90d,defensive_7p5_be10_tp10_20,2025-01-02,2505.9485791087204,12.529742895543603,3200.751098077103,0.0,2
90d,defensive_7p5_be10_tp10_20,2025-03-04,1383.562691131498,4.611875637104993,4584.3137892086015,0.0,3
90d,defensive_7p5_be10_tp10_20,2025-04-03,597.2222222222222,1.1944444444444444,5181.536011430824,0.0,5
90d,defensive_7p5_be10_tp10_20,2025-05-07,-229.39276485788105,-0.3823212747631351,4952.143246572943,-229.39276485788105,6
90d,defensive_7p5_be10_tp10_20,2025-06-05,119.44444444444446,1.1944444444444446,5071.587691017387,-109.9483204134367,1
90d,defensive_7p5_be10_tp10_20,2025-10-09,-69.76744186046501,-0.6976744186046502,5001.820249156923,-179.71576227390142,1
90d,defensive_7p5_be10_tp10_20,2025-12-01,-69.76744186046513,-0.6976744186046513,4932.052807296458,-249.48320413436613,1
90d,defensive_7p5_be10_tp10_20,2026-01-02,-69.76744186046513,-0.6976744186046513,4862.285365435993,-319.25064599483085,1
90d,defensive_7p5_be10_tp10_20,2026-03-06,316.343669250646,0.39542958656330746,5178.629034686639,-2.906976744185158,8
90d,defensive_7p5_be10_tp10_20,2026-03-13,343.04386082152723,1.1434795360717573,5521.672895508166,0.0,3
90d,defensive_7p5_be10_tp10_20,2026-04-14,102.38868724888357,0.2559717181222089,5624.06158275705,0.0,4
90d,defensive_7p5_be10_tp10_20,2026-04-30,180.98318638628575,0.6032772879542858,5805.0447691433355,0.0,3
90d,defensive_7p5_be10_tp10_20,2026-05-22,725.6921232919656,1.451384246583931,6530.736892435301,0.0,5
90d,runner_only_10_no_be,2024-01-04,-272.7272727272729,-0.9090909090909097,-272.7272727272729,-272.7272727272729,3
90d,runner_only_10_no_be,2024-04-03,1577.8047754199529,7.889023877099764,1305.07750269268,0.0,2
90d,runner_only_10_no_be,2024-07-01,491.15603049815496,1.6371867683271832,1796.2335331908348,0.0,3
90d,runner_only_10_no_be,2024-10-03,-181.81818181818198,-0.90909090909091,1614.4153513726528,-181.81818181818198,2
90d,runner_only_10_no_be,2025-01-02,8096.662830840047,40.48331415420024,9711.0781822127,0.0,2
90d,runner_only_10_no_be,2025-03-04,3235.613010842368,10.785376702807893,12946.691193055067,0.0,3
90d,runner_only_10_no_be,2025-04-03,-454.545454545455,-0.9090909090909101,12492.145738509611,-454.54545454545587,5
90d,runner_only_10_no_be,2025-05-07,-545.454545454546,-0.90909090909091,11946.691193055065,-1000.0000000000018,6
90d,runner_only_10_no_be,2025-06-05,-90.90909090909093,-0.9090909090909094,11855.782102145975,-1090.909090909092,1
90d,runner_only_10_no_be,2025-10-09,-90.90909090909093,-0.9090909090909094,11764.873011236885,-1181.818181818182,1
90d,runner_only_10_no_be,2025-12-01,-90.90909090909093,-0.9090909090909094,11673.963920327795,-1272.727272727272,1
90d,runner_only_10_no_be,2026-01-02,-90.90909090909105,-0.9090909090909105,11583.054829418703,-1363.636363636364,1
90d,runner_only_10_no_be,2026-03-06,30.05023974432666,0.03756279968040833,11613.10506916303,-1333.586123892037,8
90d,runner_only_10_no_be,2026-03-13,1613.832288401254,5.379440961337513,13226.937357564284,0.0,3
90d,runner_only_10_no_be,2026-04-14,-142.66946925906453,-0.3566736731476613,13084.26788830522,-142.6694692590645,4
90d,runner_only_10_no_be,2026-04-30,175.87621606192403,0.5862540535397468,13260.144104367144,0.0,3
90d,runner_only_10_no_be,2026-05-22,1139.1581464676972,2.2783162929353944,14399.30225083484,0.0,5
