event_id,token_symbol,event_time,scenario,is_research_eligible,confidence_level,next_risk_event_type,time_from_tag_to_next_risk_event,time_from_tag_to_delisting,return_7d_after_tag,return_30d_after_tag,return_90d_after_tag,alt_adj_return_30d_after_tag,alt_adj_return_90d_after_tag,max_drawdown_after_tag,recovery_after_tag,failed_recovery_flag,delayed_collapse_candidate_score,path_data_available_90d
5c8137ecc69b6b61,BAKE,2025-07-07T03:29:57Z,DELISTING_ANNOUNCEMENT_PUMP_AND_DUMP,no,medium,SPOT_TOKEN_DELISTING_ANNOUNCED,57.97913194444445,57.0,0.0208092485549133,-0.0739884393063582,,-0.2470069297703837,,-0.6184971098265896,yes,no,0.3,yes
63e9d71a835421ba,IDEX,2025-07-07T03:29:57Z,TAG_TO_DELISTING_TO_COLLAPSE,no,medium,SPOT_TOKEN_DELISTING_ANNOUNCED,254.22929398148148,254.0,0.185229303156641,0.6045265038713519,0.474687313877308,0.4315080134073263,0.0078602275609484,-0.057176891006551434,yes,no,0.25,yes
75401db392ee79e3,SLF,2025-07-07T03:29:57Z,TAG_TO_DELISTING_TO_COLLAPSE,yes,high,SPOT_TOKEN_DELISTING_ANNOUNCED,57.97913194444445,57.0,0.0497803806734993,-0.0146412884333821,-0.8371888726207907,-0.1876597788974077,-1.3040159589371505,-0.7715959004392386,yes,no,0.6,yes
f1627838a2164868,WAN,2025-10-09T02:29:52Z,TAG_TO_DELISTING_TO_COLLAPSE,no,medium,SPOT_TOKEN_DELISTING_ANNOUNCED,182.1459837962963,182.0,-0.2118451025056947,-0.1765375854214123,-0.1264236902050113,0.0508537779608771,0.220950531371893,-0.31662870159453305,no,yes,0.45,yes
9011780387da178a,REMOVE,2025-10-09T02:29:52Z,NO_CLEAR_REACTION,no,medium,,,,,,,,,,unknown,yes,0.2,no
4a1277784e38c815,MBL,2025-10-09T02:29:52Z,TAG_REMOVED_AND_RECOVERED,yes,high,,,,-0.166980067694622,0.0293343362166227,0.1184655885671306,0.00093604378703,0.1095120209096921,-0.7286962855061909,yes,no,0.2,yes
1fe11492402051b0,CHESS,2025-12-01T04:30:24Z,TAG_TO_DELISTING_TO_COLLAPSE,no,medium,SPOT_TOKEN_DELISTING_ANNOUNCED,63.18712962962963,63.0,-0.1575135787567894,-0.0425467712733856,,-0.0143126889721014,,-0.9230537115268558,yes,no,0.35,yes
61e888f9a9a6a36e,DENT,2025-12-01T04:30:24Z,TAG_TO_DELISTING_TO_COLLAPSE,no,medium,SPOT_TOKEN_DELISTING_ANNOUNCED,137.18729166666665,137.0,-0.1192982456140351,-0.2947368421052631,0.0736842105263158,-0.2665027598039788,0.3144001727110183,-0.5824561403508772,yes,no,0.55,yes
b3e6d9131bc51e94,DF,2025-12-01T04:30:24Z,TAG_TO_DELISTING_TO_COLLAPSE,no,medium,SPOT_TOKEN_DELISTING_ANNOUNCED,63.18712962962963,63.0,0.0249056603773585,-0.1471698113207548,,-0.1189357290194706,,-0.9026415094339623,yes,no,0.35,yes
fc33d59d02e3d720,GHST,2025-12-01T04:30:24Z,TAG_TO_DELISTING_TO_COLLAPSE,yes,high,SPOT_TOKEN_DELISTING_ANNOUNCED,63.18712962962963,63.0,-0.0765765765765766,-0.2387387387387387,-0.6013963963963964,-0.2105046564374545,-0.3606804342116939,-0.8648648648648649,yes,no,0.8,yes
cf537e599c97af65,SXP,2025-12-01T04:30:24Z,TAG_TO_DELISTING_TO_COLLAPSE,no,medium,SPOT_TOKEN_DELISTING_ANNOUNCED,107.18731481481481,107.0,-0.0891089108910891,-0.0033003300330032,-0.6749174917491749,0.0249337522682809,-0.4342015295644724,-0.693069306930693,yes,no,0.5,yes
dccc644ea3175a5f,ACA,2026-01-02T10:59:57Z,TAG_TO_DELISTING_TO_COLLAPSE,yes,high,SPOT_TOKEN_DELISTING_ANNOUNCED,30.916608796296295,30.0,-0.2718446601941747,-0.4563106796116505,-0.9372038834951456,-0.2692693067895948,-0.6327195780522614,-0.8349514563106797,yes,no,0.8,yes
3aeb58a1f5337ceb,DATA,2026-01-02T10:59:57Z,TAG_TO_DELISTING_TO_COLLAPSE,yes,high,SPOT_TOKEN_DELISTING_ANNOUNCED,30.916608796296295,30.0,-0.1445182724252491,-0.4235880398671097,-0.827375415282392,-0.2365466670450539,-0.5228911098395079,-0.8654485049833887,yes,no,0.8,yes
