token_entity_id,token_symbol,anchor_event_id,anchor_event_type,bottom_timestamp_utc,bottom_price,max_rebound_24h,max_rebound_3d,max_rebound_7d,max_rebound_14d,max_rebound_30d,max_rebound_60d,max_rebound_90d,rebound_20_flag,rebound_50_flag,rebound_100_flag,rebound_200_flag,days_from_bottom_to_max_rebound,rebound_high_timestamp_utc,rebound_high_price,volume_on_rebound,quote_volume_on_rebound,volume_zscore_on_rebound,rebound_sustained_3d,rebound_sustained_7d,post_rebound_drawdown,pump_and_dump_after_bottom,dead_cat_bounce_flag,low_liquidity_rebound_flag,fallback_used,price_source,exchange,manual_review_required,notes
WAVES,WAVES,c93ee5f086c41471,MONITORING_TAG_ADDED,2024-06-17T01:00:00+00:00,0.951,0.13774973711882232,0.13774973711882232,0.13774973711882232,0.13774973711882232,0.13774973711882232,0.13774973711882232,0.13774973711882232,no,no,no,no,0.041666666666666664,2024-06-17T02:00:00+00:00,1.082,322174.38,329882.30321,1.7715858335842998,unknown,unknown,nan,no,no,no,no,binance_spot,binance,no,
WIF,WIF,8fc0ed1fa5f76c22,MONITORING_TAG_ADDED,2026-03-11T05:00:00+00:00,0.161,0.07453416149068315,0.13043478260869557,0.20496894409937894,0.22360248447204967,0.2857142857142856,0.7391304347826089,0.7391304347826089,yes,yes,no,no,56.0,2026-05-06T05:00:00+00:00,0.28,69308823.19,16922357.66235,4.675596960682374,no,no,-0.36071428571428577,yes,yes,no,no,binance_spot,binance,no,
WING,WING,8025080a0cc8fac6,MONITORING_TAG_ADDED,2025-05-02T02:00:00+00:00,0.291,,,,,,,,no,no,no,no,,,,,,,unknown,unknown,nan,no,no,no,no,binance_spot,binance,no,
WNXM,WNXM,832b8eba4d6c1d29,MONITORING_TAG_ADDED,2024-04-13T21:00:00+00:00,57.11,0.12064437051304511,0.1836806163544038,0.1836806163544038,0.20889511469094746,0.22167746454211157,0.501838557170373,0.501838557170373,yes,yes,no,no,43.791666666666664,2024-05-27T16:00:00+00:00,85.77,264.72,22566.5413,-0.17290469036385642,no,no,-0.2742217558586918,no,no,yes,no,binance_spot,binance,yes,
WRX,WRX,4cc3c268e5d9fbd4,SPOT_TOKEN_DELISTING_ANNOUNCED,2024-12-25T02:00:00+00:00,0.0144,,,,,,,,no,no,no,no,,,,,,,unknown,unknown,nan,no,no,no,no,binance_spot,binance,yes,
WTC,WTC,368a3d7cdf4b4eeb,MONITORING_TAG_ADDED,2023-12-07T02:00:00+00:00,0.01,,,,,,,,no,no,no,no,,,,,,,unknown,unknown,nan,no,no,no,no,binance_spot,binance,no,
XEM,XEM,a956d4f5da81e55f,MONITORING_TAG_ADDED,2023-10-12T09:00:00+00:00,0.02414,0.0314830157415078,0.07539353769676871,0.11309030654515317,0.2216238608119303,0.8641259320629657,0.8641259320629657,0.8641259320629657,yes,yes,no,no,27.666666666666668,2023-11-09T01:00:00+00:00,0.045,80634801.0,3340818.12664,1.725040443822819,no,no,-0.6702222222222223,yes,yes,yes,no,binance_spot,binance,yes,
XMR,XMR,841a343b613e39f5,MONITORING_TAG_ADDED,2024-02-06T18:00:00+00:00,100.4,0.344621513944223,0.344621513944223,0.344621513944223,0.344621513944223,0.344621513944223,0.344621513944223,0.344621513944223,yes,no,no,no,0.5416666666666666,2024-02-07T07:00:00+00:00,135.0,27196.531,3536474.3447,-0.5054106223099372,yes,yes,-0.1962962962962963,no,no,no,no,binance_spot,binance,no,
YFII,YFII,17d622fb9ec8aa71,SPOT_TOKEN_DELISTING_ANNOUNCED,2023-08-21T15:00:00+00:00,419.2,0.04580152671755733,0.04580152671755733,0.04580152671755733,0.04580152671755733,0.04580152671755733,0.04580152671755733,0.04580152671755733,no,no,no,no,0.041666666666666664,2023-08-21T16:00:00+00:00,438.4,415.1904,178128.95998,2.571046028169489,unknown,unknown,-0.03170620437956195,no,no,no,no,binance_spot,binance,yes,
ZEC,ZEC,0530e835539c12c2,MONITORING_TAG_ADDED,2024-01-09T12:00:00+00:00,18.5,0.12162162162162171,0.362162162162162,0.3783783783783783,0.3783783783783783,0.3783783783783783,0.9254054054054053,0.9270270270270269,yes,yes,no,no,63.583333333333336,2024-03-13T02:00:00+00:00,35.65,18706.316,661982.76849,0.5323077421530659,yes,yes,-0.5573632538569425,no,no,no,no,binance_spot,binance,no,
ZEN,ZEN,b2f582e4f6f3e84c,MONITORING_TAG_ADDED,2024-01-08T03:00:00+00:00,6.64,0.14909638554216875,0.2500000000000002,0.5948795180722892,0.5948795180722892,0.5948795180722892,1.1144578313253013,1.798192771084337,yes,yes,yes,no,65.625,2024-03-13T18:00:00+00:00,18.58,146321.25,2629398.81,1.3653925425281923,yes,yes,-0.6889128094725511,no,no,no,no,binance_spot,binance,no,
