event_id,token_entity_id,token_symbol,event_type,scenario,event_time,symbol_pair,market_type,is_research_eligible,data_quality_score,confidence_level,entry_reference_price,entry_reference_type,return_1h,return_4h,return_24h,return_7d,return_30d,max_adverse_excursion_24h,max_favorable_excursion_24h,max_adverse_excursion_7d,max_favorable_excursion_7d,time_to_mfe,time_to_mae,post_event_low_time,post_event_high_time,rebound_after_initial_drop,vwap_reclaim_failure,sustained_close_above_entry,sustained_close_below_entry,path_data_available_24h,path_data_available_7d
62d02880ea5d7aa7,ADA,ADA,FUTURES_CONTRACT_DELISTING_ANNOUNCED,FUTURES_ONLY_DELISTING,2023-08-10T09:00:04Z,ADABUSD,futures,no,0.825,medium,0.2981,event_price,0.0,0.0067091580006708,-0.0097282791009727,-0.0727943643072794,-0.0727943643072794,0.008721905400872254,0.012224108658743571,0.008721905400872254,0.12618058179070646,155.9988888888889,4.998888888888889,2023-08-16T21:00:00Z,2023-08-10T14:00:00Z,no,no,no,yes,yes,yes
abca945eb2bee96c,AERGO,AERGO,MONITORING_TAG_ADDED,TAG_TO_DELISTING_TO_COLLAPSE,2025-03-04T08:01:22Z,AERGOUSDT,spot,no,0.766,medium,0.0692,event_price,0.0216763005780347,0.0130057803468208,0.0375722543352601,-0.050578034682081,,0.08670520231213885,0.034379671150971625,0.09393063583815042,0.1951640759930915,159.97722222222222,34.977222222222224,2025-03-11T00:00:00Z,2025-03-05T19:00:00Z,no,no,yes,yes,yes,yes
7e6a6cb0c5c61571,AI,AI,FUTURES_CONTRACT_DELISTING_ANNOUNCED,FUTURES_ONLY_DELISTING,2026-04-24T11:15:13Z,AIUSDT,futures,yes,0.987,high,0.01896,event_price,-0.0216244725738397,0.0385021097046411,0.0232067510548523,-0.0949367088607594,-0.0949367088607594,0.09229957805907163,0.04578047435190302,0.09229957805907163,0.12455516014234891,93.74638888888889,4.746388888888889,2026-04-28T09:00:00Z,2026-04-24T16:00:00Z,no,no,no,yes,yes,yes
214469775942af84,AIA,AIA,FUTURES_CONTRACT_DELISTING_ANNOUNCED,FUTURES_ONLY_DELISTING,2025-12-11T11:43:46Z,AIAUSDT,futures,no,0.75,medium,,event_price,,,,,,,,,,,,,,unknown,unknown,unknown,unknown,no,no
985f155bf6212672,AIGENSYN,AIGENSYN,SEED_TAG_ADDED,SEED_TAG_ONLY,2026-05-14T10:00:03Z,AIGENSYNUSDT,spot,no,0.708,medium,,event_price,,,,,,,,,,,,,,unknown,unknown,unknown,unknown,no,no
1ae1cb6585b456f5,AIXBT,AIXBT,SEED_TAG_ADDED,SEED_TAG_ONLY,2025-01-10T08:55:27Z,AIXBTUSDT,spot,no,0.75,medium,,event_price,,,,,,,,,,,,,,unknown,unknown,unknown,unknown,no,no
2ebc47e2d093dcb6,AKRO,AKRO,SPOT_TOKEN_DELISTING_ANNOUNCED,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,2024-12-18T08:01:12Z,AKROUSDT,spot,no,0.8,medium,0.002895,event_price,-0.006908462867012,-0.1177892918825561,-0.1799654576856649,-0.661139896373057,,0.19965457685664934,0.4402985074626866,0.18134715025906734,2.195364238410596,161.98,0.98,2024-12-25T02:00:00Z,2024-12-18T09:00:00Z,no,yes,no,yes,yes,yes
4a1694681090a940,ALCX,ALCX,MONITORING_TAG_ADDED,TEMPORARY_PANIC_THEN_RECOVERY,2026-05-22T08:00:04Z,ALCXUSDT,spot,yes,0.917,high,4.99,event_price,-0.0541082164328657,-0.1362725450901805,-0.1402805611222445,,,0.01002004008016022,0.19377990430622027,0.01002004008016022,0.2170731707317075,102.99888888888889,0.9988888888888889,2026-05-26T15:00:00Z,2026-05-22T09:00:00Z,no,yes,no,yes,yes,yes
064b0dde744232dc,ALPACA,ALPACA,MONITORING_TAG_ADDED,DELISTING_ANNOUNCEMENT_PUMP_AND_DUMP,2025-03-04T08:01:22Z,ALPACAUSDT,spot,no,0.794,medium,0.0796,event_price,-0.0364321608040201,-0.0150753768844221,-0.0841708542713567,-0.0590452261306534,-0.4183417085427136,0.164572864321608,0.13068181818181812,0.03015075376884413,0.44464609800362975,129.97722222222222,5.977222222222222,2025-03-09T18:00:00Z,2025-03-04T14:00:00Z,no,no,no,yes,yes,yes
cdee2c69a544c7e6,ALPHA,ALPHA,MONITORING_TAG_ADDED,TAG_TO_DELISTING_TO_COLLAPSE,2025-05-07T08:00:33Z,ALPHAUSDT,spot,no,0.698,medium,0.0298,event_price,-0.0738255033557047,-0.0738255033557047,-0.0637583892617449,-0.0201342281879194,-0.1912751677852349,0.046979865771812124,0.13740458015267176,0.09395973154362403,0.13740458015267176,11.990833333333333,119.99083333333333,2025-05-07T20:00:00Z,2025-05-12T08:00:00Z,yes,no,yes,yes,yes,yes
78605f349f17de8a,AMB,AMB,SPOT_TOKEN_DELISTING_ANNOUNCED,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,2025-02-17T07:00:24Z,AMBUSDT,spot,no,0.8,medium,0.00289,event_price,-0.0726643598615917,-0.0795847750865051,-0.2698961937716264,-0.889273356401384,,0.1453287197231834,0.43069306930693063,0.0,10.115384615384617,162.99333333333334,0.9933333333333333,2025-02-24T02:00:00Z,2025-02-17T08:00:00Z,no,no,no,yes,yes,yes
e0c4360ac0bda986,ANT,ANT,MONITORING_TAG_ADDED,TAG_TO_DELISTING_TO_COLLAPSE,2024-01-04T07:00:09Z,ANTUSDT,spot,no,0.693,medium,5.637,event_price,-0.0026609898882383,0.0015965939329432,0.0149015433741352,0.1750931346460884,0.0345928685470995,0.046656022707113776,0.01184706515885825,0.1773993258825617,0.03298515667949409,90.9975,159.9975,2024-01-08T02:00:00Z,2024-01-10T23:00:00Z,yes,yes,yes,no,yes,yes
85a23d2b7c759ced,APT,APT,FUTURES_CONTRACT_DELISTING_ANNOUNCED,FUTURES_ONLY_DELISTING,2023-07-27T09:45:03Z,APTBUSD,futures,no,0.831,medium,7.125,event_price,-0.0056140350877192,-0.008280701754386,-0.008,-0.0430877192982456,-0.0430877192982456,0.0,0.0314128546612622,0.009403508771929747,0.060741402411790935,112.24916666666667,65.24916666666667,2023-08-01T02:00:00Z,2023-07-30T03:00:00Z,no,no,no,yes,yes,yes
afca87c30daaf7ba,ARDR,ARDR,MONITORING_TAG_ADDED,TEMPORARY_PANIC_THEN_RECOVERY,2025-04-03T07:00:36Z,ARDRUSDT,spot,yes,1.0,high,0.04695,event_price,-0.0242811501597444,-0.0545260915867944,-0.0828541001064961,0.3661341853035145,1.5243876464323751,0.09392971246006399,0.1175910497500594,0.7571884984025561,0.2692619626926196,95.99,141.99,2025-04-07T07:00:00Z,2025-04-09T05:00:00Z,yes,no,yes,yes,yes,yes
c9bba63a0a1d11c1,AST,AST,MONITORING_TAG_ADDED,TAG_TO_DELISTING_TO_COLLAPSE,2025-03-04T08:01:22Z,ASTUSDT,spot,yes,1.0,high,0.0504,event_price,-0.0376984126984126,-0.0476190476190475,0.0476190476190476,-0.121031746031746,-0.9682738095238096,0.0535714285714286,0.09565217391304359,0.19444444444444442,0.26,160.97722222222222,98.97722222222222,2025-03-11T01:00:00Z,2025-03-08T11:00:00Z,no,no,no,yes,yes,yes
bf371e4022e600c3,ASTER,ASTER,SEED_TAG_ADDED,SEED_TAG_ONLY,2025-10-06T07:48:49Z,ASTERUSDT,spot,no,0.75,medium,,event_price,,,,,,,,,,,,,,unknown,unknown,unknown,unknown,no,no
c94c0613623769e6,ATA,ATA,MONITORING_TAG_ADDED,TAG_TO_DELISTING_TO_COLLAPSE,2026-03-13T09:00:23Z,ATAUSDT,spot,no,0.775,medium,0.0109,event_price,0.0,0.0550458715596329,0.0275229357798165,-0.0366972477064219,-0.2018348623853211,0.08256880733944949,0.03809523809523796,0.11009174311926606,0.03809523809523796,2.993611111111111,115.99361111111111,2026-03-13T12:00:00Z,2026-03-18T05:00:00Z,yes,yes,yes,yes,yes,yes
b84cf23756774b2e,AUDIO,AUDIO,FUTURES_CONTRACT_DELISTING_ANNOUNCED,FUTURES_ONLY_DELISTING,2024-05-08T05:00:26Z,AUDIOUSDT,futures,no,0.796,medium,0.1656,event_price,-0.0132850241545894,-0.0277777777777777,-0.0024154589371979,-0.0332125603864734,,0.018719806763284996,0.04347826086956519,0.03623188405797095,0.13037542662116053,117.99277777777777,48.992777777777775,2024-05-13T03:00:00Z,2024-05-10T06:00:00Z,no,no,no,yes,yes,yes
400bdebef0cf9247,AVNT,AVNT,SEED_TAG_ADDED,SEED_TAG_ONLY,2025-09-15T03:47:01Z,AVNTUSDT,spot,no,0.75,medium,,event_price,,,,,,,,,,,,,,unknown,unknown,unknown,unknown,no,no
989889acd0b31a72,AXL,AXL,SEED_TAG_ADDED,SEED_TAG_ONLY,2024-03-01T07:18:57Z,AXLUSDT,spot,no,0.825,medium,,event_price,,,,,,,,,,,,,,unknown,unknown,unknown,unknown,no,no
db987c7ce0d4bd19,B3,B3,FUTURES_CONTRACT_DELISTING_ANNOUNCED,FUTURES_ONLY_DELISTING,2026-04-23T15:00:37Z,B3USDT,futures,yes,0.933,high,0.0002841,event_price,0.0102076733544524,0.0337909186906018,0.0239352340725096,-0.083069341781063,-0.083069341781063,0.06406195001759918,0.051443375277572256,0.06406195001759918,0.11411764705882343,112.98972222222223,4.989722222222222,2026-04-28T08:00:00Z,2026-04-23T20:00:00Z,no,no,no,yes,yes,yes
05efae81cc940ff4,BADGER,BADGER,MONITORING_TAG_ADDED,TAG_TO_DELISTING_TO_COLLAPSE,2025-03-04T08:01:22Z,BADGERUSDT,spot,yes,1.0,high,3.089,event_price,0.0210424085464551,-0.014567821301392,0.035286500485594,-0.3878277759792813,-0.6079637423114277,0.05114923923599868,0.04818459450288426,0.05730009711880868,0.6944596818431157,160.97722222222222,27.977222222222224,2025-03-11T01:00:00Z,2025-03-05T12:00:00Z,no,no,no,yes,yes,yes
5c8137ecc69b6b61,BAKE,BAKE,MONITORING_TAG_ADDED,DELISTING_ANNOUNCEMENT_PUMP_AND_DUMP,2025-07-07T03:29:57Z,BAKEUSDT,spot,no,0.726,medium,0.0865,event_price,0.1364161849710983,0.0612716763005782,-0.0231213872832368,0.0208092485549133,-0.0739884393063582,0.1456647398843931,0.057457212713936334,0.35144508670520236,0.15026595744680837,34.50083333333333,122.50083333333333,2025-07-08T14:00:00Z,2025-07-12T06:00:00Z,yes,yes,yes,yes,yes,yes
f19444577bbd2958,BAL,BAL,MONITORING_TAG_ADDED,DELISTING_ANNOUNCEMENT_PUMP_AND_DUMP,2024-07-01T07:00:03Z,BALUSDT,spot,yes,1.0,high,2.997,event_price,0.003003003003003,-0.0633967300633967,-0.1331331331331331,-0.1828495161828495,-0.2042042042042042,0.010010010010010006,0.16343167701863348,0.010010010010010006,0.3842956120092378,92.99916666666667,1.9991666666666668,2024-07-05T04:00:00Z,2024-07-01T09:00:00Z,no,yes,no,yes,yes,yes
09541c7c027b9222,BANK,BANK,SEED_TAG_ADDED,SEED_TAG_ONLY,2025-11-13T10:00:26Z,BANKUSDT,spot,no,0.75,medium,,event_price,,,,,,,,,,,,,,unknown,unknown,unknown,unknown,no,no
56930619c799ad56,BASE,BASE,SEED_TAG_ADDED,SEED_TAG_ONLY,2025-01-10T08:55:27Z,,,no,0.8,medium,,event_price,,,,,,,,,,,,,,unknown,unknown,unknown,unknown,no,no
e25686fc46d400b0,BDXN,BDXN,FUTURES_CONTRACT_DELISTING_ANNOUNCED,FUTURES_ONLY_DELISTING,2026-03-13T14:14:19Z,,,no,0.786,medium,,event_price,,,,,,,,,,,,,,unknown,unknown,unknown,unknown,no,no
08d7f3a2766ef543,BETA,BETA,MONITORING_TAG_ADDED,TAG_TO_DELISTING_TO_COLLAPSE,2023-10-04T06:00:16Z,BETAUSDT,spot,no,0.787,medium,0.07278,event_price,-0.023220665017862,-0.0491893377301456,-0.1133553173948885,-0.1896125309150865,-0.0910964550700741,0.020335256938719626,0.16447999999999996,0.006320417697169622,0.30336676217765035,129.99555555555557,0.9955555555555555,2023-10-09T16:00:00Z,2023-10-04T07:00:00Z,no,yes,no,yes,yes,yes
a7a00713314caf8b,BID,BID,FUTURES_CONTRACT_DELISTING_ANNOUNCED,FUTURES_ONLY_DELISTING,2026-01-17T07:56:31Z,BIDUSDT,futures,yes,1.0,high,0.02883,event_price,-0.0239334027055152,-0.1481096080471732,-0.1897329171002428,-0.5119667013527576,-0.5119667013527576,0.029483177245924308,0.24374460742018988,0.029483177245924308,1.5069565217391307,96.05805555555555,0.058055555555555555,2026-01-21T08:00:00Z,2026-01-17T08:00:00Z,no,yes,no,yes,yes,yes
a0ebf708da0a74fa,BIFI,BIFI,MONITORING_TAG_ADDED,TAG_TO_DELISTING_TO_COLLAPSE,2025-06-05T05:00:18Z,BIFIUSDT,spot,no,0.786,medium,168.9,event_price,-0.0266429840142096,-0.0586145648312611,-0.1361752516281823,-0.1308466548253404,-0.1042036708111308,0.02545885139135562,0.2064285714285714,0.07696862048549447,0.21162123385939746,40.995,151.995,2025-06-06T22:00:00Z,2025-06-11T13:00:00Z,yes,no,no,yes,yes,yes
8d2c41278b684d20,BLUEBIRD,BLUEBIRD,FUTURES_CONTRACT_DELISTING_ANNOUNCED,FUTURES_ONLY_DELISTING,2024-03-19T05:05:02Z,BLUEBIRDUSDT,futures,no,0.981,high,13.895,event_price,-0.0040302267002518,-0.0206549118387908,-0.0484346887369557,0.2097876934148974,0.2097876934148974,0.020295070169125573,0.06084898457779797,0.2528967254408061,0.06786043652013518,23.91611111111111,165.91611111111112,2024-03-20T05:00:00Z,2024-03-26T03:00:00Z,yes,no,yes,no,yes,yes
0dcd3dbcba5b7665,BLUR,BLUR,SEED_TAG_ADDED,SEED_TAG_ONLY,2023-11-24T06:09:47Z,BLURUSDT,spot,no,0.912,high,,event_price,,,,,,,,,,,,,,unknown,unknown,unknown,unknown,no,no
14c00596e0d38ffa,BLZ,BLZ,MONITORING_TAG_ADDED,TAG_TO_DELISTING_TO_COLLAPSE,2024-10-03T07:00:05Z,BLZUSDT,spot,yes,1.0,high,0.1236,event_price,-0.0275080906148866,0.0258899676375403,0.0339805825242718,-0.0865695792880258,-0.2378640776699029,0.1788025889967637,0.09769094138543521,0.1788025889967637,0.11956521739130443,157.9986111111111,17.99861111111111,2024-10-09T21:00:00Z,2024-10-04T01:00:00Z,no,yes,yes,yes,yes,yes
9d9d6fb041531ddd,BNB,BNB,FUTURES_CONTRACT_DELISTING_ANNOUNCED,FUTURES_ONLY_DELISTING,2023-11-24T08:25:30Z,BNBUSDT,futures,yes,0.978,high,234.12,event_price,0.007901930633863,0.0043994532718263,0.0032034853921065,-0.023406799931659,0.1277122842986502,0.012301383905689356,0.010968131963036587,0.012301383905689356,0.052224719101123585,78.575,1.575,2023-11-27T15:00:00Z,2023-11-24T10:00:00Z,no,no,yes,yes,yes,yes
c86c9aa82fb6c9f7,BOB,BOB,FUTURES_CONTRACT_DELISTING_ANNOUNCED,FUTURES_ONLY_DELISTING,2026-04-23T15:00:37Z,BOBUSDT,futures,yes,0.933,high,0.006002,event_price,-0.034488503832056,-0.0049983338887038,0.0078307230923024,-0.0559813395534822,-0.0559813395534822,0.03298900366544477,0.04765229533950088,0.08297234255248243,0.11977611940298516,85.98972222222223,112.98972222222223,2026-04-27T05:00:00Z,2026-04-28T08:00:00Z,yes,no,no,yes,yes,yes
967307c5a09e6d04,BOME,BOME,SEED_TAG_ADDED,SEED_TAG_ONLY,2024-03-16T09:30:06Z,BOMEUSDT,spot,no,0.912,high,,event_price,,,,,,,,,,,,,,unknown,unknown,unknown,unknown,no,no
63e51c3ccd2baf4b,BOND,BOND,MONITORING_TAG_ADDED,DELISTING_ANNOUNCEMENT_PUMP_AND_DUMP,2023-10-04T06:00:16Z,BONDUSDT,spot,no,0.713,medium,2.102,event_price,-0.0033301617507134,-0.0033301617507134,0.0047573739295909,-0.2064700285442435,1.0099904852521409,0.056137012369172457,0.02137998056365409,0.016175071360609028,0.24526066350710907,157.99555555555557,1.9955555555555555,2023-10-10T20:00:00Z,2023-10-04T08:00:00Z,no,yes,yes,yes,yes,yes
1ab88e17ef72af0d,BONK,BONK,SEED_TAG_ADDED,SEED_TAG_ONLY,2023-12-15T03:58:33Z,BONKUSDT,spot,no,0.872,high,,event_price,,,,,,,,,,,,,,unknown,unknown,unknown,unknown,no,no
1a812d4a95a31067,BSC,BSC,SEED_TAG_ADDED,SEED_TAG_ONLY,2024-09-16T05:45:02Z,,,no,0.8,medium,,event_price,,,,,,,,,,,,,,unknown,unknown,unknown,unknown,no,no
5af125cfd901bc4e,BSW,BSW,MONITORING_TAG_ADDED,DELISTING_ANNOUNCEMENT_PUMP_AND_DUMP,2025-04-03T07:00:36Z,BSWUSDT,spot,yes,1.0,high,0.0182,event_price,-0.1153846153846154,-0.0769230769230769,-0.0329670329670329,-0.2142857142857143,1.291208791208791,0.12637362637362637,0.1518987341772151,0.1153846153846152,0.3787878787878789,164.99,8.99,2025-04-10T04:00:00Z,2025-04-03T16:00:00Z,no,no,yes,yes,yes,yes
4ebb101147de18c5,BTC,BTC,FUTURES_CONTRACT_DELISTING_ANNOUNCED,FUTURES_ONLY_DELISTING,2023-11-24T08:25:30Z,BTCUSDT,futures,yes,0.967,high,37441.2,event_price,0.0051494076044571,0.0073395083490914,0.0084612672670747,0.0325523754580516,0.1486918154332661,0.02627586722647779,0.00037138666160774214,0.028279008151448126,0.020196185286103452,79.575,120.575,2023-11-27T16:00:00Z,2023-11-29T09:00:00Z,no,no,yes,no,yes,yes
ca8ce65249fba04c,BTS,BTS,SPOT_TOKEN_DELISTING_ANNOUNCED,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,2023-11-27T06:00:26Z,BTSUSDT,spot,yes,1.0,high,0.00613,event_price,0.0081566068515497,0.0473083197389885,-0.030995106035889,-0.0146818923327894,-0.2928221859706361,0.533442088091354,0.19960861056751478,0.892332789559543,0.19960861056751478,13.992777777777778,24.99277777777778,2023-11-27T20:00:00Z,2023-11-28T07:00:00Z,yes,yes,yes,yes,yes,yes
27494810cfd7dda7,BURGER,BURGER,MONITORING_TAG_ADDED,TAG_TO_DELISTING_TO_COLLAPSE,2025-03-04T08:01:22Z,BURGERUSDT,spot,no,0.766,medium,0.2481,event_price,-0.0342603788794839,-0.0906892382103989,-0.0491737202740829,-0.2297460701330108,,0.21442966545747688,0.2096538274012676,0.10963321241434909,0.4585537918871252,160.97722222222222,95.97722222222222,2025-03-11T01:00:00Z,2025-03-08T08:00:00Z,no,no,no,yes,yes,yes
ca664f770d0880d3,CETUS,CETUS,SEED_TAG_ADDED,SEED_TAG_ONLY,2024-11-06T05:10:07Z,CETUSUSDT,spot,no,0.75,medium,,event_price,,,,,,,,,,,,,,unknown,unknown,unknown,unknown,no,no
9749ab8c384c6077,CFG,CFG,SEED_TAG_ADDED,SEED_TAG_ONLY,2026-03-16T10:22:39Z,CFGUSDT,spot,no,0.736,medium,,event_price,,,,,,,,,,,,,,unknown,unknown,unknown,unknown,no,no
218ec5eef470ca4a,CGPT,CGPT,SEED_TAG_ADDED,SEED_TAG_ONLY,2025-01-10T08:55:27Z,CGPTUSDT,spot,no,0.75,medium,,event_price,,,,,,,,,,,,,,unknown,unknown,unknown,unknown,no,no
1fe11492402051b0,CHESS,CHESS,MONITORING_TAG_ADDED,TAG_TO_DELISTING_TO_COLLAPSE,2025-12-01T04:30:24Z,CHESSUSDT,spot,no,0.795,medium,0.03314,event_price,0.024441762220881,0.0262522631261314,-0.1240193120096561,-0.1575135787567894,-0.0425467712733856,0.612854556427278,0.14989590562109667,0.612854556427278,0.26778882938026016,30.493333333333332,7.493333333333333,2025-12-02T11:00:00Z,2025-12-01T12:00:00Z,no,yes,yes,yes,yes,yes
b8a0bae933655bfc,CHIP,CHIP,SEED_TAG_ADDED,SEED_TAG_ONLY,2026-04-21T12:00:32Z,CHIPUSDT,spot,no,0.722,medium,,event_price,,,,,,,,,,,,,,unknown,unknown,unknown,unknown,no,no
b4b89fcf3e2d9d8d,CLV,CLV,MONITORING_TAG_ADDED,TAG_TO_DELISTING_TO_COLLAPSE,2024-10-03T07:00:05Z,CLVUSDT,spot,no,0.8,medium,0.035,event_price,-0.008857142857143,-0.0305714285714285,-0.0085714285714285,-0.0794285714285715,-0.2054285714285715,0.060285714285714054,0.08932461873638364,0.060285714285714054,0.12903225806451624,120.99861111111112,1.9986111111111111,2024-10-08T08:00:00Z,2024-10-03T09:00:00Z,no,no,no,yes,yes,yes
ddd8722fcd3a9596,COMBO,COMBO,MONITORING_TAG_ADDED,TAG_TO_DELISTING_TO_COLLAPSE,2025-03-04T08:01:22Z,COMBOUSDT,spot,no,0.766,medium,0.2127,event_price,0.003291020216267,0.000470145745181,-0.0841560883874,-0.2717442407146214,,0.058768218147625895,0.1453957996768982,0.02021626704278323,3.8784403669724767,159.97722222222222,1.9772222222222222,2025-03-11T00:00:00Z,2025-03-04T10:00:00Z,no,no,no,yes,yes,yes
7ab11993de9dbe26,COMMON,COMMON,FUTURES_CONTRACT_DELISTING_ANNOUNCED,FUTURES_ONLY_DELISTING,2026-01-28T10:14:09Z,COMMONUSDT,futures,yes,1.0,high,0.001965,event_price,-0.0091603053435115,-0.0391857506361323,-0.184732824427481,-0.4351145038167938,-0.4351145038167938,0.3587786259541983,0.2596153846153848,0.02442748091603053,0.9264705882352942,45.76416666666667,0.7641666666666667,2026-01-30T08:00:00Z,2026-01-28T11:00:00Z,no,yes,no,yes,yes,yes
a5602175aafd748b,COOKIE,COOKIE,MONITORING_TAG_ADDED,NO_CLEAR_REACTION,2026-05-22T08:00:04Z,COOKIEUSDT,spot,no,0.742,medium,0.0155,event_price,-0.0193548387096774,-0.0129032258064516,-0.0967741935483871,,,0.06451612903225823,0.13970588235294112,0.006451612903225712,0.23015873015873023,104.99888888888889,0.9988888888888889,2026-05-26T17:00:00Z,2026-05-22T09:00:00Z,no,no,no,yes,yes,yes
a69cfb015113f6cc,COS,COS,MONITORING_TAG_ADDED,NO_CLEAR_REACTION,2026-03-06T08:29:56Z,COSUSDT,spot,yes,0.989,high,0.000932,event_price,-0.0150214592274677,-0.0268240343347638,-0.0976394849785408,0.0439914163090129,0.3712446351931331,0.056866952789699665,0.1188475390156063,0.6040772532188841,0.12696493349455862,35.50111111111111,52.50111111111111,2026-03-07T20:00:00Z,2026-03-08T13:00:00Z,yes,no,yes,no,yes,yes
d5011dfc2567d20c,COW,COW,SEED_TAG_ADDED,SEED_TAG_ONLY,2024-11-06T05:10:07Z,COWUSDT,spot,no,0.75,medium,,event_price,,,,,,,,,,,,,,unknown,unknown,unknown,unknown,no,no
c7f6923d690b160e,CREAM,CREAM,SPOT_TOKEN_DELISTING_ANNOUNCED,DELISTED_WITHOUT_KNOWN_PRIOR_TAG,2025-04-08T06:00:07Z,CREAMUSDT,spot,no,0.761,medium,2.34,event_price,-0.2350427350427349,-0.3034188034188034,-0.3205128205128205,-0.5085470085470085,,0.34615384615384626,0.7080291970802917,0.05128205128205132,1.3636363636363633,134.99805555555557,0.9980555555555556,2025-04-13T21:00:00Z,2025-04-08T07:00:00Z,no,yes,no,yes,yes,yes
f07760477732c88d,CTK,CTK,FUTURES_CONTRACT_DELISTING_ANNOUNCED,FUTURES_ONLY_DELISTING,2024-03-25T04:40:12Z,CTKUSDT,futures,no,0.75,medium,,event_price,,,,,,,,,,,,,,unknown,unknown,unknown,unknown,no,no
